city_codes,beds,baths,size,price
12,4,2.1,1919,725000
186,4,2,2214,749900
186,4,2.1,1956,725000
12,4,3,2287,719990
412,3,2,1726,739900
331,3,1,816,699800
259,4,2,1605,739900
331,4,2.1,2119,739900
331,3,2,1672,699800
124,3,3,1550,695000
124,3,2,1295,748500
123,3,2,1712,715000
12,3,3,2127,719000
259,2,1,1095,749000
124,3,2.1,1486,750000
90,3,3,2300,745000
358,5,3,1887,695000
215,3,2,1344,754900
402,4,2,1326,749900
331,4,2,2039,695000
12,3,4,1842,699900
157,3,2,1494,695000
12,4,3,1927,738000
49,3,2,1169,695000
218,4,3,2100,729000
402,4,2,1667,749000
124,4,2.1,1741,748000
51,3,2,1734,739000
186,4,2,1540,730000
259,4,2,1553,710000
124,4,2.1,2266,710000
97,2,1,990,699900
303,4,3,1994,730000
177,2,2,1914,749990
319,3,2,1526,695000
259,4,2,1798,744900
259,4,2,1668,714900
96,3,1.1,1851,698880
123,3,2.1,2150,698000
179,3,2,1213,727000
49,4,2.1,1691,729000
186,3,2,1700,749900
148,3,2,1282,750000
148,3,2,1205,699988
124,3,2.1,1519,748000
12,6,1,2675,699900
177,3,2,1553,739900
12,3,2,2148,739900
7,3,2,1268,745000
124,4,2,1493,695000
303,3,3,1299,699900
288,3,2,1465,725000
124,3,1.1,988,699000
186,5,3,2200,727000
259,4,2,1662,699000
402,3,2,1191,749000
123,3,2,1676,719000
11,4,2,1457,699000
412,4,2,2005,695000
12,4,2.1,2500,735000
179,4,2,1366,698000
288,4,2.1,2104,725000
89,3,2,1395,735000
331,4,3,2516,739900
124,3,2,1674,735000
186,3,3,1620,699900
12,5,3,2406,739000
259,4,2,1680,706000
124,4,2,1734,729000
288,4,3,2358,699000
218,2,3,1830,749000
123,3,2,1396,699900
11,3,2,1504,728800
412,3,3,1664,695000
123,4,3,2362,715000
402,3,3,1600,698000
288,3,2.1,1766,725000
331,5,3,1751,695000
331,2,1,1864,700000
12,4,2.1,1973,699900
148,3,2.1,1773,699999
7,3,2.1,1865,724900
180,3,2.1,1730,730000
218,3,2.1,1540,699900
331,2,1,1499,700000
379,3,2,1624,724900
124,4,2,1663,709000
157,2,1.1,800,715000
288,4,2,1709,735000
7,3,2.1,1604,699700
288,5,2.1,2900,749000
124,4,2,1855,699000
259,3,2.1,1242,700500
331,2,1,855,699000
51,3,2,1408,695000
124,4,2,1791,725000
288,4,3,2172,749000
259,3,2,1727,719900
402,3,3.1,1672,749000
259,3,2.1,1582,699889
319,3,2,1618,749900
319,2,1,874,749999
288,3,2,1300,695000
412,3,1.1,1018,729900
124,3,2,1343,738000
402,3,1,1141,699900
303,3,2.1,1428,724900
259,4,3,2172,750000
288,3,2,1855,750000
402,4,3,1895,723000
259,3,2.1,1504,730000
177,2,2.1,1864,737625
12,3,2,1630,729000
124,3,2,1170,699000
218,5,3,2106,735000
186,4,2,2313,749999
259,3,2,1665,725000
157,4,2.1,1642,728800
259,4,2.1,2194,740000
259,5,3,1866,705000
168,3,3,1869,750000
402,3,3,1209,750000
218,2,2,1882,699900
412,3,2,1152,725000
11,4,2,1962,700000
218,3,2,1330,749990
218,3,2,1472,729000
89,3,1.1,1100,700000
218,3,2,1503,700000
96,4,3,1933,739000
177,3,2.1,2005,719000
288,4,2.1,1750,699000
177,3,2.1,1677,735990
186,5,3,2240,739000
331,2,1.1,1559,695900
12,1,1,976,695000
186,3,2.1,1848,735000
186,3,2.1,1500,714000
218,2,2,1637,749900
218,3,2.1,1800,749000
402,3,2,1300,699000
288,4,2,1465,725000
180,2,2,1442,729000
12,4,2.1,1947,695000
218,3,2.1,1540,749000
89,3,2,1385,729000
177,3,2,1861,749900
259,4,3,2041,755000
124,3,2,1731,698000
169,4,2,2177,749888
169,4,3.1,2825,739000
124,3,2,1410,740000
288,4,2,1824,725000
402,4,2,1189,699000
218,4,2,1430,735000
319,3,2.1,1270,697000
169,3,2.1,2100,699900
96,4,2,1840,748000
259,4,2,1604,749999
348,4,2,3016,750000
218,2,2,1755,724900
303,3,2.1,1835,724900
218,3,2.1,1941,725000
124,4,2,1301,725000
148,3,2,1176,735000
186,3,2.1,1999,712900
331,3,2,1640,725000
325,3,2,1486,749900
12,4,3,2406,755000
402,3,2,1680,750000
11,3,2,1310,724888
218,3,2,1470,739900
325,3,2,1452,698900
186,4,2.1,1776,740000
49,4,2,1924,699000
218,3,2,1690,749900
180,3,2.1,1280,749000
412,5,2,1838,725000
218,2,2,1431,695000
49,3,2.1,1613,699000
49,3,2.1,1691,699000
259,3,2,1228,749900
331,5,2,1775,698500
218,3,2,1472,725000
157,3,3,1600,745000
12,5,4,2067,699900
169,4,3,2232,699999
412,4,2.1,1730,735000
177,2,3,2006,739990
319,3,2.1,1270,719600
379,3,2.1,1459,720000
124,4,2.1,1449,698000
331,3,1,1347,750000
11,2,2,1889,749900
49,3,2,1820,724999
331,4,2.1,1981,729999
259,3,2,1255,714900
49,3,2.1,1934,729000
186,4,2,2214,749900
148,3,2,1786,799000
288,4,2,1730,759900
89,3,2,1486,789900
12,4,3,2565,759900
319,3,2,1076,799000
121,4,3,2003,780000
169,3,2,1930,765000
124,3,2,1295,748500
177,3,2.1,1817,759000
11,4,2.1,2042,779900
259,2,1,1095,749000
124,3,2.1,1486,750000
90,3,3,2300,745000
215,3,2,1344,754900
319,4,2.1,2110,799500
402,4,2,1326,749900
178,4,2.1,1665,795000
259,4,3.1,2212,765000
402,4,2,1667,749000
124,4,2.1,1741,748000
331,3,2,1547,779900
246,4,2.1,2000,799000
218,4,3,2050,775000
177,2,2,1914,749990
331,4,2,1992,790000
148,2,1,1357,770000
123,3,2,1511,799000
148,3,2,1204,769000
218,4,2.1,2000,780000
186,3,2,1700,749900
379,2,3,1481,769000
148,3,2,1282,750000
177,3,3.1,2038,775000
259,3,2,1956,779000
124,3,2.1,1519,748000
402,3,2,1704,779800
7,3,2,1268,745000
49,4,2.1,2403,799000
331,4,3,2503,760000
402,3,2,1191,749000
218,3,2,1948,788000
11,3,2,1700,795000
259,4,3,2172,759900
157,3,2.1,1424,778000
11,3,2.1,1900,799000
402,3,2.1,1738,799000
218,2,2.1,2129,799000
124,3,2,1621,779000
218,2,3,1830,749000
89,4,3,1825,790000
180,4,2,1644,799000
148,3,2,1417,799000
331,3,2,1406,780000
218,4,2,1430,759000
96,4,2.1,2281,799000
331,3,1,1956,800000
288,3,2,1674,775000
186,3,2.1,2046,779800
177,3,2.1,1927,765000
186,3,2,1779,759900
288,5,2.1,2900,749000
12,3,2.1,2454,795000
402,3,2.1,1716,779000
7,4,2.1,1700,799000
288,4,3,2172,749000
303,4,3,1906,787900
97,5,3.1,3000,800000
402,3,3.1,1672,749000
186,4,2.1,2449,799999
319,3,2,1618,749900
186,5,3,2490,799900
319,2,1,874,749999
412,3,2,1414,775000
169,4,2.1,1719,759000
259,3,2,1828,799999
259,4,3,2172,750000
218,3,2.1,1803,769000
186,4,2.1,1956,778000
124,4,2.1,1590,775000
288,3,2,1855,750000
157,3,2,1539,799999
325,3,2.1,1858,778000
402,4,2,1536,789000
12,4,2.1,2124,779000
402,4,2.1,1804,782000
246,4,3,2323,775000
288,4,2,1815,765000
89,4,2,1834,795000
186,4,2,2313,749999
124,3,2,1330,775000
169,3,2,1842,785000
259,4,4,2315,769999
168,3,3,1869,750000
89,3,2,1200,780000
402,3,3,1209,750000
148,4,2,1489,794900
319,4,3,2294,799900
218,3,2,1330,749990
319,2,1,1500,799000
11,4,2,1930,799000
180,2,2,1398,774000
402,5,3,2506,768000
157,3,2.1,1619,775000
169,3,2,2019,798000
319,3,2.1,1972,796000
96,5,2,1824,775000
148,4,2,1400,775000
218,2,2,1637,749900
186,4,2.1,2331,775000
218,3,2.1,1800,749000
218,3,2.1,1540,749000
177,3,2,1861,749900
259,4,3,2041,755000
148,4,3,1973,775000
157,3,2.1,1244,799000
402,4,3,2060,799000
379,3,2.1,1972,759900
180,3,2.1,1658,799000
121,4,2,1378,800000
303,3,2.1,1800,789900
169,4,2,2177,749888
12,4,3,2406,765000
412,3,2,1757,775000
12,4,3,2737,788888
12,4,2.1,2728,775000
218,5,3,2542,799900
123,3,3,2025,795000
96,4,2,1840,748000
157,3,2,1587,790000
11,4,2.1,2271,789000
12,4,3.1,3084,779000
259,4,2,1604,749999
179,4,2,1656,799000
348,4,2,3016,750000
319,5,3,2294,799900
325,3,2.1,1500,774500
402,4,3,2160,789900
12,5,3,1859,800000
12,3,2,2018,759900
49,5,3,2562,800000
180,3,2.1,1559,799000
259,4,3.1,2097,775000
325,4,2.1,2138,799900
180,3,2.1,2040,795000
90,3,2,1867,799888
205,3,2,1497,775000
11,4,2.1,2065,799000
169,4,3,2702,759900
325,3,2,1486,749900
412,3,2.1,2317,789000
178,3,2.1,1606,789900
246,3,2,2086,799900
12,4,3,2406,755000
325,3,2.1,1858,780000
402,3,2,1680,750000
168,3,2.1,2462,799900
259,4,4,2516,800000
325,3,2,1749,799000
168,2,2,1656,788800
186,3,2.1,1621,799990
12,4,2,1712,786500
218,4,2.1,2246,759900
218,3,2,1690,749900
180,3,2.1,1280,749000
148,3,2,1637,765000
331,4,3,2357,799999
303,5,3,2363,780000
124,5,2,1859,798000
259,3,2,1228,749900
412,4,3,2257,775000
379,4,2,2350,799999
11,4,2.1,2117,799000
157,3,3,1600,745000
215,3,2,1530,790000
123,4,2.1,1910,799000
402,4,3,1932,798888
97,4,2.1,2117,799900
173,4,2,2197,785000
331,3,1,1347,750000
11,2,2,1889,749900
148,4,3,1734,759000
12,4,2.1,2113,799000
218,3,2,1561,799900
89,2,2.2,1611,799999
124,3,2.1,2129,758500
168,2,2,1541,801000
11,3,2.1,1941,808000
89,5,3,2461,895000
288,5,3,3038,899000
148,5,3,1898,899800
148,3,2,1786,799000
157,3,2,1752,875000
157,3,2.1,1851,849888
157,3,2.1,1656,900000
331,3,2,1600,819000
157,4,2.1,1897,899000
259,4,3,2567,849000
177,4,3.1,2445,860990
319,3,2,1076,799000
379,3,2.1,1746,829900
412,3,2,1841,812500
218,4,2.1,1780,825000
379,3,2,1470,849999
259,3,3,2632,824900
259,4,3,3192,899000
148,4,2,1240,829000
169,5,3,3007,885000
157,4,3,1821,890000
89,4,3,2169,900490
319,4,2.1,2110,799500
178,4,2.1,1665,795000
49,4,3,2677,850000
402,4,3,2194,888800
51,3,2,1895,819000
49,4,3,2525,829000
121,4,3,1801,890000
124,4,2,2601,849900
11,4,3,2358,860000
11,3,2,2061,849900
96,4,3,2340,859000
246,4,2.1,2000,799000
148,4,2,1330,849900
157,3,2.1,1851,899731
186,4,3,2061,857490
11,6,3,3249,885000
123,3,2,1511,799000
148,3,2.1,1913,811888
259,4,3,2190,850000
123,4,2.1,2080,849000
412,3,2,1862,865000
121,4,3,1700,898000
186,4,2.1,2449,899990
402,3,2,1587,850000
379,4,3,2362,850000
303,4,3,2787,899900
303,5,2.1,2673,874900
49,4,2.1,2403,799000
180,3,2,2477,899000
173,4,2.1,2128,825000
180,3,2.1,1881,870000
303,4,3,2267,864900
177,4,3.1,2185,859000
379,4,3,2400,849300
11,3,2,1700,795000
89,3,2.1,1484,825000
412,5,2.1,2614,850000
179,4,2.1,2401,839000
218,6,3,2324,889000
148,4,1.1,1639,875000
11,3,2.1,1900,799000
259,4,2,2164,895000
402,3,2.1,1738,799000
89,4,2,1606,829000
218,2,2.1,2129,799000
379,5,3.1,2629,839900
180,4,2,1644,799000
148,3,2,1417,799000
186,3,2.1,2198,849900
186,5,2.1,2474,849900
121,4,3,2122,899900
51,5,2.1,2238,868880
218,4,3,2150,865000
96,4,2.1,2281,799000
7,4,3,2101,885000
157,3,2.1,1750,825000
89,3,2,1600,899900
89,2,1,880,899999
331,3,1,1956,800000
173,4,2,2114,839000
157,3,2,1688,898000
123,4,3,1952,855000
12,4,4.1,3206,859000
180,3,3,1508,895000
186,4,3,1712,839996
412,3,3,2014,850000
177,4,4,2526,809999
288,5,4,2318,819000
12,3,2.1,2454,795000
148,4,2.1,2130,855000
96,3,2.1,2190,899000
7,4,2.1,1700,799000
121,5,3,2267,869000
325,4,2,1572,849900
97,5,3.1,3000,800000
177,2,2.1,2005,875000
148,4,2,1745,869000
173,4,2.1,2088,849000
180,4,3,2405,900000
157,4,3,2190,898000
186,4,2.1,2449,799999
218,4,2.1,2230,849900
186,3,2.1,1693,838000
180,3,2,1395,899500
218,5,3,2584,885000
186,4,3,2121,899999
90,4,3.1,3872,849900
186,5,3,2490,799900
148,3,2,1520,869000
121,4,2,1800,880000
288,4,3,2453,839000
259,3,2,1828,799999
123,3,2.1,2588,832500
7,4,2.1,1806,829000
148,4,2,2111,874900
412,4,3,2518,895000
259,4,2.1,2584,895000
51,4,3,2542,868000
412,5,3,2644,889900
157,3,2,1532,825000
157,3,2,1539,799999
179,2,2,1549,825000
186,3,2.1,1600,818000
218,6,2.1,2882,874900
259,4,2.1,2527,809000
148,3,2.1,1217,849000
319,4,3,2370,839731
186,3,2.1,1692,822211
319,3,2.1,1764,835000
7,4,3,1731,810000
288,4,2.1,2453,849000
218,4,2,1900,837900
319,3,2.1,2088,829000
173,4,2.1,2118,829000
89,4,3,2401,889990
180,3,2,1901,859500
11,4,3,2336,815000
89,4,2,1834,795000
148,4,2.1,2181,899900
123,4,2.1,2699,865000
186,4,3,2545,820000
89,3,2.1,2143,895000
148,4,2,1550,869000
325,4,2.1,2978,900000
186,4,3,2116,895900
121,3,3,1958,865000
412,4,2.1,1961,869900
123,4,2.1,2178,899900
319,4,3,2294,799900
319,2,1,1500,799000
11,4,2,1930,799000
412,3,2.1,2334,842900
259,4,2,1909,809000
331,3,3,1782,849900
124,5,3,1674,865000
97,3,2,1471,875000
246,5,2.2,3600,895000
259,4,2.1,2331,899999
123,3,2,1575,850000
169,3,2,2019,798000
177,3,2.1,2462,899990
319,3,2.1,1972,796000
319,4,3,3029,849900
218,3,2,2000,819900
402,4,3,2289,845000
331,4,3,3171,874888
97,3,2.1,2078,875000
412,3,2.1,1986,849000
186,3,2.1,2832,829000
319,4,3,2008,860000
343,4,2,2016,885000
180,2,2,1329,838000
89,3,3,2171,897000
51,4,3,2758,879000
123,3,2.1,2155,819900
177,3,2.1,1927,859000
186,4,2.1,2449,848000
259,4,3,2652,824000
89,3,2,1637,879000
157,3,2.1,1244,799000
325,4,2.1,2072,850000
177,3,2.1,2300,889000
218,3,2,1485,840000
288,5,3,2950,869990
96,4,2.1,2757,880000
402,4,3,2060,799000
180,3,2,1510,874900
180,3,2.1,1658,799000
121,4,2,1378,800000
288,5,3,2519,810000
148,4,2.1,1860,999999
89,5,3,2461,895000
288,5,3,3038,899000
148,5,3,1898,899800
157,3,2.1,1656,900000
124,6,4,2698,995000
157,4,2.1,1897,899000
177,4,4.1,2771,999000
331,4,2.1,2526,924997
11,4,3,2358,910000
169,4,3,2741,999000
218,4,2.1,2660,949000
7,3,3,2918,999999
259,4,3,3192,899000
148,4,2.1,2494,949000
89,4,3,2169,900490
177,4,3,2500,950000
303,4,3,3019,949000
218,6,3.1,3170,975000
157,3,2,1800,998800
179,4,3,2180,908000
121,5,3,2236,989509
49,4,3,3000,989888
148,3,2,1688,984900
148,3,2.1,1973,949900
331,4,2.1,2741,949000
259,4,2.1,2584,980000
177,3,2.1,2554,949950
148,5,2.1,2276,925000
157,3,2.1,1851,899731
173,4,3,2454,935000
168,4,4,3020,998000
121,4,3,1700,898000
186,4,2.1,2449,899990
148,3,2,1243,939000
303,4,3,2787,899900
186,4,2.1,2474,920000
218,5,2,1650,988888
180,3,2,2477,899000
177,4,2.1,2555,934900
89,4,3,2404,920000
402,4,2.1,2578,975000
186,5,2.1,2484,986800
288,3,3,2795,949000
121,4,3.1,2006,945000
259,4,2,2164,895000
7,4,3,2716,989000
303,5,3,2903,949900
157,3,2.1,1762,949000
89,4,3,1796,910000
148,5,3,2620,949000
89,4,2,2178,995000
121,4,3,2122,899900
180,4,2.1,2271,937000
89,3,2,1600,899900
319,5,3,2857,940000
89,2,1,880,899999
157,3,2.1,1861,908000
218,4,3.1,2900,996000
331,3,2,1170,1000000
157,3,2,1688,898000
412,4,3,2554,949000
180,3,3,1508,895000
319,3,2,1723,949900
177,4,2.1,2308,915000
259,4,2,1635,965000
12,5,3,3001,939000
177,4,2.1,2534,949990
177,4,3,2516,930900
157,3,2.1,1785,978000
177,4,2.1,2481,1000000
96,3,2.1,2190,899000
331,4,3,3168,1000000
377,5,3,2600,995000
123,3,3,2020,929000
157,4,2.1,2193,939900
148,4,3,2938,975000
121,4,2.1,2347,998800
180,4,3,2405,900000
97,3,2,1915,912062
157,4,3,2190,898000
180,3,2,1395,899500
180,4,2,1814,919500
186,4,3,2121,899999
348,3,3.1,3159,999000
319,3,2.1,2060,995000
259,4,2.1,2557,979040
259,4,3,2587,925000
178,1,1,476,945500
180,4,2,1970,999000
402,4,3.1,2204,974900
412,4,3,2518,895000
259,4,2.1,2584,895000
319,4,3,2764,949000
180,5,4,4166,1000000
89,4,3,2108,968000
412,4,3,2477,998000
97,3,2,1830,975000
314,3,2,1610,979000
157,3,2,1696,949000
157,3,2.1,2864,995000
89,4,2.1,2210,929000
89,4,3,2169,912490
123,3,2,1754,929000
148,4,2.1,2181,899900
246,4,2,2162,959900
89,3,2.1,2143,895000
412,4,2.1,1961,965900
157,4,3,2189,918000
177,4,3,2507,954900
89,3,2.1,2000,999998
325,4,2.1,2978,900000
121,4,2,2003,925000
177,5,4.1,2917,906990
186,4,3,2116,895900
177,4,3,2554,975000
97,5,3,2202,949000
168,3,2,2911,960000
169,7,4,3426,949000
412,3,2,1793,950000
123,4,2.1,2178,899900
303,5,3,3275,934000
412,3,3,2471,949900
157,3,2,1906,919250
123,5,3,2364,945000
246,5,2.2,3600,895000
157,4,3,2079,990000
259,4,2.1,2331,899999
177,3,2.1,2462,899990
178,2,1,800,980000
11,3,2.1,2349,920000
288,6,3,2950,910000
288,4,4,2934,998000
157,4,3,2010,925000
288,2,2,1584,980000
148,4,2.1,2405,929900
379,4,3,2222,915000
259,6,4,3902,949900
157,4,3.1,2430,933800
97,4,2.1,1932,979000
121,4,2,1727,925000
89,3,3,2171,897000
11,5,2.1,2843,969000
412,3,2.1,2436,938000
157,4,2.1,2078,968000
218,4,3,2836,928000
331,3,2,2336,999000
157,4,2.1,2027,949990
246,3,2.1,2222,990000
186,4,3,3249,919000
325,4,3,2418,939900
90,4,3,2731,939900
319,4,2.1,2591,999900
89,4,2.1,2300,949000
89,4,2.1,2397,925000
89,4,3,2517,979000
177,4,3,2368,939000
331,3,2,3045,899000
246,4,2.2,3168,999000
12,4,3,2445,899900
124,4,2.1,2162,899000
180,4,3,2711,980000
177,2,2.1,1824,998000
123,4,3,2996,955000
168,3,2,1678,899000
379,4,2.1,2500,999000
186,4,3.1,2516,925000
186,5,4,2612,995092
89,4,2.1,2135,899999
157,4,2.1,2450,998500
148,3,2.1,2231,975000
180,3,3,1917,985000
358,4,3,2659,949888
97,3,3,2122,949000
157,4,2.1,2470,968888
259,3,3.1,2882,993000
157,3,2.1,1940,938000
157,5,3,1929,899000
97,3,3,1789,995000
319,5,3,2908,949000
49,5,3,2928,958888
180,3,2,1687,897500
148,4,2.1,1698,975000
219,5,3,2374,995000
180,3,2,1988,950000
148,3,2,2190,955000
49,4,2.1,3061,950000
186,5,3,2711,979500
303,4,3,2583,919000
90,4,3,3295,999000
175,4,4.1,4132,1265000
368,4,4.1,3879,1249000
175,4,4.1,4722,1125000
300,4,4,3708,998500
265,3,3.1,2486,1450000
175,3,3.1,3698,1200000
153,3,3.1,3176,1495000
368,6,3.1,3500,998000
266,4,3.1,3427,1149000
175,4,3.1,3400,995000
153,3,3.1,3657,1050000
64,4,3.1,3614,1200000
407,2,2,1440,1295000
300,5,5.1,4000,1499000
175,3,3.1,3551,1330000
233,4,4.1,5107,1000000
34,4,3.1,5079,1299999
175,4,4.1,4500,1300000
265,4,3.1,5062,1400000
266,4,3.1,2910,1500000
266,3,3,2119,997000
266,4,3.1,3377,1349000
266,3,3,2029,1184000
300,3,3.1,2995,995000
233,4,3.1,4291,1159000
368,5,3.1,4461,1049000
175,2,3,1674,1005000
175,3,3.1,2940,1049900
175,4,5,5424,1495000
64,5,3.1,3288,998000
175,3,3.1,3410,1199900
300,4,4.1,3017,995000
300,4,5,4719,1297000
175,4,4.1,3980,1350000
231,4,4,4390,1299000
175,4,4,4168,1249000
175,3,3.1,2883,1196000
368,4,2.1,3287,1300000
175,3,3.1,3551,1295000
175,5,5.1,4296,1138000
233,4,4.1,4803,999999
175,5,4.1,3698,1295000
266,5,4.1,3427,1150000
300,3,3.1,3763,1195000
233,3,3.2,3663,1099000
87,5,4.1,4743,1149900
310,5,5.1,5426,1088000
175,2,2,2546,1195000
310,4,4,4316,1350000
175,4,4.1,4370,1399000
265,3,3.1,3223,1150000
175,3,3.1,3479,1499000
310,5,3.1,3655,999900
175,4,5,4357,1499900
175,4,4.1,4449,1249000
310,5,5.1,4434,1249000
233,4,3,4492,1170000
175,4,4.1,4363,1095000
233,5,4.1,4255,1179000
233,5,3.1,4888,1389500
175,3,3.1,3700,1100000
368,4,3.1,4827,1325000
233,5,4,4229,1495000
154,5,5.1,5211,1295000
153,3,3.1,3952,995000
300,3,3,2391,1095000
368,4,3,3428,1229000
266,3,3,2654,1375000
233,4,4.1,4106,1049999
266,3,3,2034,999999
265,3,3,280,1184000
266,3,3,2539,1299900
266,3,3,2056,1149000
175,3,3.1,2754,1160000
175,3,4.1,3001,1275000
300,4,3.1,5064,1495000
368,4,3,3034,1199000
266,4,5,3934,998000
153,3,3.1,2559,1150000
265,3,2.1,3474,1299000
265,3,3.1,4239,995000
300,4,4.1,4382,1095000
368,5,3.1,3781,999000
368,8,7,4036,1349000
175,4,4.1,4243,1329000
233,3,2,2340,1460000
266,3,3.1,2722,1070000
266,3,3.1,3333,1495000
266,4,3.1,2972,1495000
233,4,3.1,4960,1375000
265,3,3,3232,1275000
175,3,3,3306,1165000
300,4,4.1,4034,1249000
233,5,3.1,4372,999000
368,4,4.1,4200,1150000
310,5,3,3865,1399900
300,4,5,4139,1449000
175,4,4,4243,1329000
26,2,2,1130,995000
265,4,4,2583,1249900
300,4,4.1,3524,999900
266,4,4.1,3409,1338000
266,3,3,1710,1349000
265,6,3.1,4266,1119000
154,5,5.2,5628,1490000
300,4,3.1,4801,1375000
153,2,2.1,2872,1295000
233,4,4,4353,1075000
265,4,4,3150,1070000
300,3,3.1,4318,1490000
265,4,4.1,3305,1065000
266,4,3,2876,1500000
300,4,4.1,3549,1225000
266,3,3.1,2213,995000
175,3,3.1,4308,1345000
265,3,3,2430,1015000
233,3,2,2807,1380000
34,5,4.1,5003,1090000
310,4,4.1,5997,1499000
64,4,5,3719,1499000
265,3,3.1,3244,1185000
233,4,4.1,4597,1425000
300,3,3.1,3933,1167000
231,4,4.2,3300,1350000
368,6,6.1,6979,1499900
233,3,3,3420,997700
266,3,3,2564,1375000
266,3,3.1,4238,1495000
265,5,4.1,4600,1175000
266,3,3.1,3087,1195000
87,5,5.1,5372,1295000
300,4,5.1,3531,1249000
175,4,4.1,3816,1199995
266,5,4,3077,1394000
266,3,3,2034,999999
233,3,3,3202,999888
175,3,4,3131,1195000
266,4,3,3669,1140000
64,7,6.1,6360,1450000
265,4,4,3371,1095000
233,3,3,3476,1499500
265,3,3,2845,1133300
300,4,4.1,4369,1099000
371,3,2,1875,1195000
310,5,4,3709,1049000
368,3,3.1,3156,1100000
266,4,4,3008,1395000
175,4,4.1,4449,1495000
310,3,2.1,5181,1200000
310,5,4,3498,1295000
175,3,3,2883,1174900
265,3,3.1,4166,1280000
175,3,3.1,3482,1099000
175,4,4.1,3330,1050000
175,4,4.1,3177,1095000
87,5,4.1,4743,1099890
87,5,5.1,5307,1149890
153,4,3.1,3469,1098000
265,3,3,3116,1049000
233,5,4.1,6277,1170000
175,3,4.1,2898,1155000
153,3,3.1,4039,1490000
265,4,4.1,3576,1089000
266,3,3.1,3510,1475000
266,3,4.1,4773,1250000
175,4,4.1,3267,1195000
266,3,3.2,3348,1349500
175,3,3.1,3855,1249000
368,5,3.1,4769,1045000
266,3,3.1,3717,1250000
233,6,5.2,6298,1264000
213,5,2.4,3994,1200000
266,6,6.1,8000,1300000
233,4,4.1,3330,1199000
266,4,4,2476,1249000
371,5,3.1,2000,1500000
233,4,3.1,5019,1379000
368,4,3,3879,1200000
243,3,2,1444,999999
153,4,3.1,4100,1325000
175,5,5.1,4773,1499000
265,4,4,5261,1050000
300,4,4,4150,1299000
153,3,3.1,2498,995000
368,6,5.1,6573,1300000
371,3,3,2832,1400000
231,4,2,1670,1199000
153,3,3.1,3662,1100000
175,4,4.1,3840,1195000
265,4,4.1,4992,1448900
153,3,3.1,3332,1050000
233,4,3.1,4241,1398777
368,6,4.1,3550,1188888
300,3,3.1,3349,1129000
300,4,4.2,5236,1899000
153,4,4.1,3300,1950000
265,4,4.1,3576,1795000
153,3,3.1,3176,1495000
266,5,4.1,3820,1545000
265,4,4.2,4351,1995000
300,4,3.3,4929,1699000
300,5,5.1,4000,1499000
266,2,2,1871,1597000
175,4,4.2,5526,1695000
266,4,3.1,2910,1500000
153,4,4,3371,1725000
153,4,4,4371,1880000
175,4,5,5424,1495000
300,4,4.1,4234,1595000
265,4,4.1,3376,1875000
300,3,5,4929,1645000
153,4,4.1,3260,1595000
175,4,4.1,4027,1895000
153,4,4.1,3724,1875000
300,3,5.1,4929,1999000
153,4,4.1,4315,1899000
265,4,4.1,4575,1899000
300,5,5.1,4881,1849000
368,3,3,3354,1584500
368,6,8.1,5883,1795000
175,3,3.1,3479,1499000
153,4,4.1,4169,1598000
266,3,3.1,3556,1975000
175,4,5,4357,1499900
300,3,3.1,3380,1699000
175,5,4.1,4912,1895000
300,3,3.1,5701,1875000
233,5,4,4229,1495000
310,5,5,6789,1975000
300,4,7,6462,1995000
175,3,3,4600,1695000
175,4,4.1,3889,1795000
368,5,4.1,6114,1749000
175,4,4.1,3917,1595000
153,4,4.1,3260,1595000
153,3,3.1,4196,1975000
175,4,4,4478,1775000
266,3,4,2690,1795000
153,4,4.1,4246,1725000
300,4,3.1,5064,1495000
154,9,5.1,6020,1875000
266,3,4,3202,1997000
175,4,4.1,4900,1750000
233,8,6.1,7256,1999000
153,4,4,3766,1595000
175,4,4.1,4243,1850000
266,3,3.1,3333,1495000
265,4,4.2,4627,1795000
266,4,3.1,2972,1495000
175,4,4.1,4243,1749000
300,4,4.1,3785,1950000
153,3,3.1,4371,1895000
175,4,4.1,5331,1995000
266,4,3,2232,1995000
153,4,4.1,3380,1529000
266,4,4.1,4867,1875000
233,4,3,2991,1800000
265,4,4.1,4220,1698900
147,3,3,3380,1699000
265,4,4.1,3552,1995000
266,3,2.1,1839,1895000
368,6,5.1,6475,1988000
266,4,3,2876,1500000
266,4,7,7154,1795000
310,5,6.2,6254,1899000
233,5,4.1,5430,1690000
310,4,4.1,5997,1499000
64,4,5,3719,1499000
266,4,4,2243,1525000
266,3,3.1,3538,1695000
368,6,6.1,6979,1499900
266,4,4.1,3905,1599000
266,5,4.1,3353,1900000
266,3,3.1,4238,1495000
175,3,3.1,3567,1600000
233,3,3,3476,1499500
300,4,4.1,5238,1548000
175,4,4.1,4449,1495000
265,4,4.1,4230,1800000
310,6,6.1,6129,1799999
265,4,4.1,4575,1975000
265,4,4.1,3314,1895000
175,4,4.1,4449,1775000
175,6,4.1,5125,1695000
153,4,4.1,3300,1585000
266,3,2.1,3441,1895000
371,5,3.1,2000,1500000
175,4,4.1,4450,1575000
265,4,4.1,4575,1950000
141,2,1.1,1210,1950000
266,4,4.2,4360,1949000
266,4,4.2,4360,1949000
77,6,5.1,4233,1690000
175,5,5.1,4773,1499000
265,4,5.1,4580,1850000
