city_codes,beds,baths,size,price
310,4,3.1,4065,665000
87,6,3.1,4313,700000
34,3,2.1,3089,699000
368,3,2,2158,685000
33,4,4,3832,699999
87,4,3,2405,650000
87,5,3.1,3149,648888
265,3,2.1,1807,699000
141,3,2.1,1947,689998
175,3,3.1,2912,699900
175,3,3.1,2977,659000
87,3,2.1,2898,669000
175,4,3.1,3025,675000
64,5,3,2979,650000
101,3,3,2150,665000
185,5,2.1,2861,675000
87,4,3,3309,655000
87,6,4.1,4148,679000
175,4,4.1,3058,695000
266,3,2,1530,695950
175,3,3,2534,649000
300,4,3.1,3019,675000
368,5,4.1,4386,689000
368,6,4,3250,679990
175,3,3.1,2645,650000
87,4,3.1,3538,674990
154,4,2.1,2338,649000
87,4,3.1,2547,689900
407,3,2.1,2305,650000
300,4,3.1,3883,695000
266,3,2,1433,649900
310,5,4.1,4479,685000
266,3,3,1867,665000
266,4,4,2702,650000
368,5,3,3812,649000
87,6,3,3074,695900
310,6,4,3690,649000
266,3,2,2339,658000
213,5,3.1,2782,689000
368,5,3,3155,645000
87,4,4,3197,674900
87,5,4.1,3225,664900
368,2,2.1,2448,675000
266,3,2,1792,650000
310,4,3,2950,650000
310,5,4.1,4479,675000
310,4,4.1,4157,645000
64,4,2.1,2974,699000
300,4,2.1,3075,649000
266,3,2,1772,687500
300,3,2.1,2203,645000
300,4,3,2539,649500
64,3,3,3500,665000
185,3,3,2200,699000
87,4,4,3703,659000
34,4,3,3296,687000
300,3,3.1,2724,669500
153,3,3,2855,695000
265,4,2.1,2330,675000
175,3,3.1,2643,690000
64,3,2,1896,649000
265,3,3,2498,649500
34,3,3.1,3574,699000
310,5,4,3794,674888
233,4,3,2800,649000
265,5,4.1,3423,689000
233,4,3.1,4259,649000
87,5,3,2496,649990
310,4,3.1,4025,670990
310,4,2.1,3572,659990
310,4,3.1,4067,679990
310,5,3.1,4424,673990
175,3,2.1,2424,657500
266,3,2,1320,649000
300,3,3.1,3040,699900
175,3,3,2566,649000
175,3,3,2645,645000
243,4,2,1628,699000
266,3,2.1,2060,659990
150,5,3,1200,649000
87,3,2.1,2898,659000
87,4,4,3640,649900
153,3,3,2764,695000
175,3,3,2872,699000
300,3,3,2800,694900
310,5,2.1,3558,649999
310,4,3,4046,668900
265,3,3.1,3026,689000
175,4,4,2789,662499
368,6,3.1,3369,685000
87,4,4,3584,684900
300,3,3.1,2830,695000
265,2,2,1849,649000
300,3,3.1,2830,685000
87,5,4.1,3729,675000
300,3,2.1,2722,679990
34,3,3.1,2792,695000
266,3,3,2352,649999
33,3,2.1,2644,690000
310,4,3,3179,689500
310,5,4,3741,664990
87,5,3,3031,669999
265,3,3,2500,699000
300,3,3,3088,688000
64,4,3.1,3439,689900
175,2,2.1,2524,695000
300,3,3.1,2960,657500
266,3,2.1,2289,674900
243,5,3,2619,649900
154,2,2.1,2549,700000
233,4,4,3646,695000
266,3,2,1602,679000
175,3,3.1,2833,699000
266,2,2,1553,653000
175,3,3,2610,679000
175,3,3.1,2610,699000
87,6,3.1,3763,695000
266,4,3,1680,675000
213,4,2,1546,649000
368,4,3.1,3284,680000
64,4,3.1,2504,649997
310,4,3,2790,699000
368,5,3,3601,695000
153,4,3,2378,669000
368,4,4.1,3836,699900
185,5,3.1,3476,649900
228,5,3,2917,650000
185,3,4.1,2723,664900
368,4,3,3371,697900
405,3,2,1932,649900
278,2,2,2304,650000
71,3,3,2083,650000
77,4,3,2930,699000
87,5,3,2824,649990
87,5,3,2824,679990
266,4,2,1911,699999
300,3,2.1,2333,650000
368,5,4,3529,699900
368,4,2,2500,699000
5,1,1,408,650000
87,4,2.1,3274,699999
300,3,3.1,2762,695000
265,3,2.2,2929,649000
278,3,2.1,2760,649900
87,4,3,3313,690000
310,3,2.1,3112,678800
64,5,2.1,2548,650000
265,3,3,2495,685000
243,4,3,2301,695000
154,2,3,2569,695000
216,5,3.1,3326,650000
265,3,3.1,2712,699000
266,2,2,1152,649000
175,3,2,2118,649900
265,3,3,2912,700000
87,5,3,2970,679000
175,3,3.1,3251,665000
213,5,4.1,3653,689588
87,6,4,3673,678000
34,3,3,3136,695000
233,6,3,3320,699900
216,5,3,3467,650000
310,6,4.1,4235,698880
265,4,3,2456,675000
71,3,3.1,3127,685000
175,3,3.1,2724,699000
266,3,3.1,3348,695000
87,3,2,2056,649990
175,3,3,2086,669900
265,3,2.1,2580,649900
310,8,4.1,7508,650000
300,3,3.1,2563,649000
216,5,3,3404,654548
228,4,3.1,3270,650000
87,4,3,2500,649900
87,5,3.1,3538,668788
300,3,3.1,2631,687000
87,5,3,3165,649000
175,3,3.1,2975,679000
87,5,3.1,3878,655900
278,5,3,3272,699000
266,3,2,1225,654000
87,5,4,2988,679990
175,3,3,2894,649000
265,3,2.1,1850,679000
266,3,2,1956,689000
87,6,5.1,4412,699999
310,5,4.1,4094,676000
87,4,3,3302,745800
266,3,2,1480,749900
300,3,3,3088,729000
87,6,3.1,4313,700000
34,3,2.1,3089,699000
175,3,3.1,2721,711900
368,5,4,3667,709900
33,4,4,3832,699999
265,3,2.1,1807,699000
87,7,4,3279,745000
175,3,3.1,2912,699900
310,5,3,3586,749900
153,4,3,2544,730000
141,4,3,3306,724900
300,4,3,2539,749000
266,3,2,1431,719000
175,4,4.1,3058,695000
265,4,3,2426,739000
266,3,2,1530,695950
150,3,2,2372,725000
101,5,6,2550,725000
266,3,2,1412,719000
300,4,3.1,3883,695000
175,3,3.1,2894,749000
150,5,3,3212,749000
87,4,2.1,2624,741452
243,6,4.1,3738,715000
228,4,3,3868,735000
87,6,3,3074,695900
87,3,2.1,2253,739000
153,3,3.1,3071,735000
58,5,3.1,3598,714500
265,3,3,3090,749000
300,3,3,2391,749000
64,4,2.1,2974,699000
266,3,2,1842,731900
185,3,3,2200,699000
300,3,3,2908,735000
175,3,3,2450,749000
153,3,3,2855,695000
310,5,3.1,3773,750000
310,4,4,3385,749000
87,4,2.1,3275,750000
153,3,3.1,2362,710000
34,3,3.1,3574,699000
87,5,4,2956,725000
175,3,3.1,2800,748800
71,5,3,3242,749000
310,5,4.1,4677,713990
243,4,2.1,2978,745000
300,3,3.1,3040,699900
243,4,2,1628,699000
368,4,2.1,2426,739900
87,6,4,3446,739000
368,3,2,2315,749000
266,3,2,1688,715000
153,3,3,2764,695000
216,5,3,3652,729000
175,3,3.1,2379,745000
153,3,2,3604,719900
266,2,3,2127,745000
175,3,3,2872,699000
175,3,3,2611,749000
233,4,3,2129,749900
368,5,4,3983,749900
300,3,3.1,2830,695000
87,5,3.1,3572,724900
87,5,3.1,3731,715000
34,3,3.1,2792,695000
300,4,3.1,3755,724000
87,5,4.1,4148,707900
33,6,4.1,4920,725000
265,3,2.1,2714,750000
373,5,4,3668,725000
310,6,4.1,4125,752541
265,3,3,2500,699000
87,5,3.1,3849,718888
300,3,2.1,2296,714900
34,4,4.1,4399,729900
233,5,3.1,3773,730000
175,3,3.1,2791,734000
175,2,2.1,2524,695000
213,4,3.1,3123,749900
87,5,4,3466,739000
154,2,2.1,2549,700000
233,4,4,3646,695000
310,4,3,3200,729900
87,5,4.1,3216,749990
310,4,3,3200,729900
175,3,4,2800,750000
266,4,4,2394,739000
175,3,3.1,2833,699000
300,4,4.1,2480,725000
243,4,2.1,3082,710000
175,3,3.1,2610,699000
87,6,3.1,3763,695000
87,5,3,3056,725000
300,4,4,2969,749000
175,4,3.1,2849,739000
310,4,3,2790,699000
368,5,3,3601,695000
368,4,3,2100,719000
154,3,2.1,2400,750000
266,3,2,1756,745000
153,3,5,3641,750000
368,4,4.1,3836,699900
310,4,2.1,3138,739900
87,5,3,2914,715000
368,4,3,3371,697900
87,5,4,3572,749000
231,4,3,3333,725000
266,3,2,1557,755000
87,6,4,3667,708888
233,6,4.1,4311,724900
175,3,3,2329,739000
175,3,3.1,2724,749000
77,4,3,2930,699000
266,4,2,1911,699999
310,6,4.1,4125,738800
265,3,3.1,2495,739000
368,5,4,3529,699900
266,3,2,1353,749000
368,4,2,2500,699000
87,4,2.1,3274,699999
87,4,3,2968,749000
300,3,3.1,2762,695000
266,3,2.1,2747,749000
175,3,3.1,2379,749000
216,6,4.1,4120,728800
243,4,2.1,2352,727300
153,3,2,1800,725000
243,4,3,2301,695000
154,2,3,2569,695000
405,4,2.1,2429,739000
300,3,3.1,3169,750000
265,3,3.1,2712,699000
265,3,3,2912,700000
64,4,3.1,4300,749900
310,6,4.1,4125,705221
87,6,4.1,4666,745000
266,3,2,1793,725000
243,4,3,2942,739000
34,3,3,3136,695000
233,6,3,3320,699900
266,4,3,1808,749999
300,3,3,3188,739000
310,6,4.1,4235,698880
368,4,4,4110,725000
175,3,3.1,2724,699000
266,3,3.1,3348,695000
87,5,3.1,3202,749000
368,4,3,2891,739500
265,3,3.1,2782,749000
265,4,3.1,2616,729000
185,2,1,720,750000
87,4,3.1,3183,744900
368,5,2.1,2580,739000
278,5,3,3272,699000
310,4,3.2,3637,740000
87,6,5.1,4412,699999
266,4,2.2,1949,750000
213,4,4,3426,750000
87,5,3.1,3528,750000
216,5,3,3715,749000
300,3,3,3061,729000
310,4,2.1,3553,755000
82,6,4,3216,699000
87,5,3.1,3670,729900
300,4,3.1,3788,720000
265,4,4.1,3310,750000
87,5,3.1,3501,749900
87,3,2.1,3142,748950
77,4,4,3879,749900
175,3,3.1,2811,729000
300,3,3,3097,699900
300,3,3,2940,749999
265,3,3.1,2982,749000
266,2,2.1,2847,719000
310,5,3.1,3650,750000
175,4,4,2777,720000
265,3,3.1,2682,719000
231,4,2.1,3486,695000
278,6,4.1,4197,700000
153,3,3,2855,719000
87,5,4.1,3216,699990
265,3,3,2085,699000
310,5,4,3552,699000
300,3,3,3104,695000
265,4,4,2952,750000
231,5,5.1,3778,739000
310,4,3,3666,699999
153,3,3,2031,715000
368,6,4.2,4112,725000
213,5,3.1,4066,799900
368,5,4,4209,800000
175,4,3.1,3502,799000
154,3,3.1,2708,800000
87,4,3,3302,745800
266,3,2,1994,795000
266,3,2,1480,749900
310,5,4.1,4830,763588
310,5,4.1,4830,764824
266,3,2,2033,759000
310,5,3,3282,799000
265,3,3.1,2907,765000
87,7,4,3279,745000
26,4,3,2900,769999
34,5,5.1,3553,785000
266,3,2,1284,789000
368,4,3,2684,785000
310,5,3,3586,749900
266,3,3,2105,789000
278,6,3.1,3358,785000
266,3,3.1,3042,799900
300,4,3,2539,749000
175,4,5,3502,764999
87,6,4.1,4118,760000
87,5,4.1,4136,799900
87,5,3.1,3670,764900
265,3,3,2456,780000
87,5,4.1,4278,799900
141,4,2,2737,775000
87,5,4.1,3491,799900
243,3,2,1832,774900
175,3,3.1,2894,749000
150,5,3,3212,749000
87,3,2.1,2497,789636
87,4,3.1,2891,792164
310,5,3,3117,775000
265,3,3,3090,749000
266,3,3,2900,785000
300,3,3,2391,749000
87,5,3.2,4529,759000
300,3,3.1,3129,789900
266,3,3,2900,785000
310,5,3.1,4850,779900
175,3,3,2450,749000
300,4,3.1,3636,799000
310,5,3.1,3773,750000
310,4,4,3385,749000
87,4,2.1,3275,750000
141,3,4,4650,789000
175,5,8.1,3989,795000
368,4,3,2644,799900
71,5,4,2934,767000
175,3,3.1,2800,748800
71,5,3,3242,749000
175,4,4,2726,759000
266,3,3,2821,799000
310,6,4.1,5270,780990
243,4,3,2902,765000
278,6,5.1,4074,770000
243,4,2.1,2978,745000
368,4,4,3381,780000
300,4,3,2615,759500
175,5,3.1,3642,799900
310,5,4.1,3825,780000
87,4,3,2782,775000
300,3,3,2694,769000
266,3,2,2030,799900
368,3,2,2315,749000
266,3,2.1,2667,789000
175,3,3.1,2379,745000
266,2,3,2127,745000
175,3,3,2611,749000
233,4,3,2129,749900
141,3,3,2040,795000
266,4,3,1677,787500
310,3,3,2452,799000
87,5,2.1,2392,769900
368,5,4,3983,749900
310,4,3,2775,800000
310,4,3.1,3700,800000
185,2,2,2160,775000
278,4,5,3200,799999
101,5,4,4582,799000
175,3,3.1,2856,789999
243,5,3.1,3188,799888
233,3,2,1543,795000
64,4,3,2888,779999
265,3,2.1,2714,750000
266,4,4,2705,789000
185,4,2.1,2458,795000
310,6,4.1,4125,752541
64,4,3,2670,799900
175,3,3.1,2924,790000
87,4,3,2975,799000
310,3,2.1,3719,799000
213,4,3.1,3123,749900
265,4,3,2700,779900
33,8,4,3404,775000
310,5,4.1,4895,799999
175,4,3,2155,799000
87,5,4.1,3216,749990
175,3,4,2800,750000
87,5,4,4249,760000
175,4,3.1,3423,799000
231,3,3.1,3735,799000
87,4,4,3197,764900
300,3,3,2620,799000
300,4,4,2969,749000
14,4,3,2378,775000
300,3,3,2908,759000
154,3,2.1,2400,750000
266,3,2,1756,745000
153,3,5,3641,750000
243,3,3,2304,765000
87,5,4,3572,749000
87,4,3,3676,779900
266,3,2,1557,755000
175,3,3.1,2724,749000
266,3,2,1388,765000
87,4,4,3687,780000
175,3,3.1,2804,795000
265,4,4.1,3212,799000
87,3,3,2868,799000
87,5,3.1,3736,778000
64,4,3,3652,799999
368,4,3,2996,765000
265,3,3,2498,768000
266,3,2,1353,749000
175,3,3,2750,788000
175,3,3.1,3020,768000
77,5,3.2,4200,799000
87,4,3,2968,749000
266,3,2.1,2747,749000
175,3,3.1,2577,790000
175,3,2.1,2700,788000
153,4,4,3380,775000
407,3,2.1,1782,799900
175,3,3.1,2379,749000
175,3,3,2872,795000
175,3,3.1,2833,775000
141,4,2.1,3200,799900
265,3,2,2164,779000
368,5,4,3794,795000
266,3,2,1954,774500
300,3,3.1,3169,750000
175,3,3.1,2580,795000
64,4,3.1,4300,749900
87,6,4.1,4666,745000
310,4,3.1,3904,779000
141,2,1,1244,800000
266,4,3,1808,749999
64,4,4,2996,799900
233,4,3,2512,799800
87,5,3,3254,780000
87,5,3.1,3202,749000
265,3,3.1,2782,749000
185,2,1,720,750000
154,4,3.1,3150,759000
243,4,2,1965,769900
265,4,2.1,2618,765000
266,4,2.2,1949,750000
213,4,4,3426,750000
87,5,3.1,3528,750000
310,4,2.1,3563,789000
216,5,3,3715,749000
310,4,2.1,3553,755000
175,4,3.1,2924,769000
265,4,4.1,3310,750000
87,5,3.1,3501,749900
87,3,2.1,3142,748950
77,4,4,3879,749900
300,3,3.1,3773,765000
87,3,2,3358,799900
300,3,3,2940,749999
265,3,3.1,2982,749000
231,4,4,3200,775000
310,5,3.1,3650,750000
243,4,2.1,2203,779000
265,3,3.1,2907,770000
368,4,3.1,3198,769000
243,4,2.1,2218,789900
153,5,3.1,3130,795000
153,3,3,2871,789000
265,4,4,2952,750000
141,5,3,2852,799900
265,3,3.1,2430,759000
266,3,2,1942,799900
266,3,3,2487,799000
266,3,2,1942,769900
87,5,3,3254,778000
228,4,2,2112,750000
243,5,4,3606,794900
243,5,3.1,2832,749000
243,4,2.1,2980,758888
249,6,3.1,3430,760000
175,3,3,2847,899000
175,3,3.1,2635,829000
213,5,3.1,4066,799900
368,5,4,4209,800000
175,4,3.1,3502,799000
154,3,3.1,2708,800000
87,5,3.1,4619,848800
175,3,3.1,2611,899000
266,5,3.1,3267,849000
266,3,2,1994,795000
300,4,4.1,3524,869000
153,3,4,3850,879000
175,3,3.1,2811,859000
233,4,3,3070,819777
310,5,3,3282,799000
266,3,3,2516,889900
175,4,4.1,2905,825000
147,4,4.1,3984,849000
368,3,2.1,2917,849000
175,4,3.1,3312,854000
310,5,3,3014,875000
300,3,3.1,3275,879000
368,4,3,2615,829000
310,4,3,3219,815000
266,3,3.1,3042,799900
175,3,3.1,2501,895000
300,3,3.1,3646,899000
150,4,3.1,2307,849000
231,3,3,2660,879700
266,3,2,2182,850000
300,3,3,2950,869000
266,4,3.1,3000,895000
87,5,4.1,4136,799900
300,3,3,3288,847000
175,3,3,2924,850000
87,5,4.1,4278,799900
87,5,4.1,3491,799900
175,3,3.1,2635,839000
265,4,3,3560,899000
175,4,4.1,3524,859000
266,5,4,2604,895000
175,3,3.1,3669,874900
300,3,3.1,3206,850000
175,3,2.1,2631,899000
266,4,3,2619,895000
266,5,3,1825,899000
300,3,3,3229,849000
153,4,3.1,3217,849000
87,5,4,3735,878888
153,5,4.1,3617,849000
153,4,3.1,3875,879000
175,3,3.1,2635,855000
175,3,3.1,2975,820000
266,3,3.1,3565,870000
153,3,2.1,2410,819900
300,3,3,3502,825000
265,3,3.1,3417,869000
175,4,3.1,2924,849000
265,3,3.1,3225,869000
300,4,3.1,3636,799000
266,3,2,1774,858000
175,4,4.1,3072,879000
175,3,3,3471,899000
300,3,3.1,3169,888900
300,3,3.1,3074,895000
175,4,3.1,2748,827000
300,4,4.1,3316,829500
175,5,8.1,3989,795000
368,4,3,2644,799900
266,4,4.1,2972,899935
300,4,3.1,3149,849000
266,3,3,2821,799000
300,3,3.1,3115,869500
175,5,3.1,3642,799900
175,3,3.1,2700,825000
175,3,3.1,2635,899000
175,3,3.1,2054,859000
266,3,2,2030,799900
405,5,5,4002,899900
266,6,4,2218,855000
87,5,4.1,3953,850000
175,3,3.1,2924,895000
87,5,3,3435,859000
266,2,2.2,2726,819000
175,3,3.1,2535,839000
141,3,3,2040,795000
266,4,3,2294,849000
368,4,3.1,3143,875000
310,3,3,2452,799000
310,4,3.1,3692,849000
310,4,2,2798,829900
310,4,3,2775,800000
310,4,3.1,3700,800000
87,4,3,3413,815000
278,4,5,3200,799999
266,3,2,2005,829000
101,5,4,4582,799000
233,4,3.1,3668,869900
300,3,2.1,2336,885000
266,3,3.1,2032,864000
243,5,3.1,3188,799888
64,4,3,2996,849000
233,3,2,1543,795000
266,4,4,3606,899000
310,5,3.1,3457,839000
185,4,2.1,2458,795000
233,3,2.1,1832,899000
266,3,2,1957,809000
64,4,3,2670,799900
87,4,3,2975,799000
266,3,2,1944,839000
310,3,2.1,3719,799000
175,3,3.1,2883,897000
266,3,3.1,2318,895000
300,3,3,3180,849900
310,5,4.1,4895,799999
266,3,2.1,2353,899000
175,4,3,2155,799000
265,3,3.1,2936,819000
266,3,3,2440,889000
153,4,3,3565,839000
233,4,4,4000,889000
175,4,3.1,3423,799000
231,3,3.1,3735,799000
243,5,3,4016,865000
300,3,3,2620,799000
175,3,3,2673,850000
87,5,2.1,3346,899888
310,5,4.1,4442,899990
300,3,3.1,3300,879000
243,6,3.2,4749,825000
87,4,3.1,3346,885000
266,4,3.1,3049,879000
153,4,5.1,4091,895000
175,4,4.1,3247,830000
233,4,3,3537,849900
300,3,2.1,3250,829000
243,5,3.1,3895,829800
87,5,4.1,3953,827000
371,4,2.1,2256,899000
175,3,3.1,2910,899000
300,3,3,2887,829000
175,3,3.1,2804,795000
265,4,4.1,3212,799000
87,3,3,2868,799000
64,4,3,3652,799999
175,3,3.1,2800,875000
141,6,3,5488,870000
77,5,3.2,4200,799000
368,3,2,2595,825000
266,4,4,2397,899000
64,4,3.2,4381,864999
407,3,2.1,1782,799900
233,4,3.1,4862,899000
175,3,3.1,2635,850000
175,4,3.1,2520,899000
175,3,3,2872,795000
141,4,2.1,3200,799900
405,4,4,2718,875000
265,2,2,1420,849000
175,3,3.1,2635,839000
213,4,3.1,3867,899000
310,3,2.1,3193,875000
310,5,4.1,3937,898000
368,5,4,3794,795000
87,6,5.1,4248,824900
175,3,3.1,2580,795000
265,4,4.1,2800,869000
175,3,3,2635,849000
266,2,2.1,2209,845500
266,3,2,1984,868000
175,3,3.1,2974,899000
213,5,4.1,3653,819990
213,4,3.1,3123,849990
141,2,1,1244,800000
266,4,3.1,4370,885000
64,4,4,2996,799900
233,4,3,2512,799800
266,3,3,1670,840000
153,3,3,2587,849500
300,3,3.1,4057,830000
265,4,3.1,2796,899000
243,4,2,3065,837500
153,4,3.1,3032,875000
265,6,8.1,6100,889500
300,3,2.2,3650,809000
5,4,4.1,5250,849999
87,5,3,3807,849000
265,5,4.1,3425,899900
310,4,3,3400,809900
368,4,3.1,3550,860000
405,4,3,4127,850000
265,3,2,3013,895000
265,4,2.1,2684,895000
265,3,3.1,3235,879000
175,3,3,2450,829000
266,3,2,1882,899900
175,3,3,2847,899000
64,3,3.2,3344,975000
300,4,4,3708,998500
175,3,3.1,2611,899000
368,6,3.1,3500,998000
265,3,3,2519,929000
175,4,3.1,3400,995000
233,4,4.1,5107,1000000
300,3,3,3136,925000
266,3,3,2119,997000
310,4,4,3683,984900
368,4,2,2219,985000
147,5,5.3,5700,959000
300,3,3.1,2995,995000
175,2,3,1674,1005000
64,5,3.1,3288,998000
175,4,4.1,3309,949000
300,4,4.1,3017,995000
150,3,3.1,2317,925000
175,3,3.1,2501,895000
300,3,3.1,3646,899000
266,4,3.1,3000,895000
233,4,4.1,4803,999999
175,3,3.1,2883,979000
310,5,4,4472,925000
64,4,3.1,5183,990000
265,4,3,3560,899000
266,5,4,2604,895000
175,3,2.1,2631,899000
266,4,3,2619,895000
175,3,3.1,3153,915000
310,5,3.1,3655,999900
266,5,3,1825,899000
153,4,4,2667,929000
265,4,4,3696,929000
265,4,4,2918,980000
154,4,4.1,4075,925000
153,3,3.1,3952,995000
266,3,3,2034,999999
175,4,3.1,3529,990000
175,3,3,3471,899000
300,3,3.1,3805,949000
300,3,3.1,3074,895000
368,5,3.1,4505,965000
278,2,2,1344,949000
175,2,3,1680,975000
266,4,5,3934,998000
175,3,3,2924,929000
175,4,4.1,3013,945000
175,4,4.1,3640,929000
265,3,3.1,4239,995000
368,5,3.1,3781,999000
266,4,4.1,2972,899935
175,4,4.1,3801,949999
233,5,3.1,4372,999000
175,3,3.1,2635,899000
405,5,5,4002,899900
175,4,4.1,3349,939000
175,3,3.1,2924,895000
278,5,4,3599,939000
26,2,2,1130,995000
87,5,3.1,3895,950000
300,4,4.1,3524,999900
266,3,2,2160,929000
87,5,4.1,4331,994900
153,5,3.1,3204,929000
266,3,3.1,2213,995000
175,4,3.1,2924,950000
300,3,4,3115,908000
368,3,3,2530,975000
266,4,4,3606,899000
233,3,2.1,1832,899000
233,3,3,3420,997700
175,4,4.1,3309,939000
265,4,4,3982,979000
266,3,3,2034,999999
233,3,3,3202,999888
266,4,3,2028,939000
175,3,3.1,2883,897000
266,3,3.1,2318,895000
266,3,3,1606,949000
368,4,3,3200,978000
266,3,2.1,2353,899000
368,5,3.1,3760,925000
405,4,3,2795,949000
87,5,2.1,3346,899888
310,5,4.1,4442,899990
368,3,2.1,2279,949000
266,3,3,2552,925000
153,4,5.1,4091,895000
300,3,3,2898,975000
243,3,2,1444,999999
175,4,3.1,3331,939000
233,3,3,2332,925000
153,3,3.1,2498,995000
371,4,2.1,2256,899000
175,3,3.1,2910,899000
87,4,4.1,4450,965000
266,3,3.1,2969,949900
153,3,3,2587,939000
233,4,3.2,3706,988000
233,4,3,3547,989000
266,4,4,2397,899000
300,4,4.1,3681,999000
175,4,4.1,3640,969900
87,8,5,3656,929990
64,3,4,3080,939900
233,4,3.1,4862,899000
175,3,3.1,2635,909000
175,4,3.1,2520,899000
310,4,3.1,4670,949999
368,4,3,2582,925000
233,2,2,1536,999000
175,3,3.1,2924,995000
368,6,4.1,5128,999000
213,4,3.1,3867,899000
310,5,4.1,4308,949900
310,5,4.1,3937,898000
175,4,4.1,3409,990000
175,3,3.1,3405,929000
175,5,5,3349,940000
175,3,3.1,2974,899000
233,3,3.1,3113,950000
185,3,3.1,1908,950000
300,3,3,2997,949900
175,3,3.1,3047,949000
265,3,3.1,3157,959000
310,3,2.1,2700,995780
87,7,3,2978,959900
265,4,3.1,2796,899000
175,4,4.1,3689,998500
153,3,3.1,3300,998900
265,5,4.1,3425,899900
310,3,3.2,3979,999000
265,3,2,3013,895000
265,4,2.1,2684,895000
368,6,5.1,4008,975000
266,3,2,1882,899900
300,4,4.1,3914,989000
87,4,4.1,4142,898950
87,6,5.1,4531,985000
368,4,3,2974,898000
300,5,5,4366,899999
175,4,4.1,3267,975000
300,5,4.1,5249,899000
87,6,4,3802,899000
310,4,3.1,3701,950000
368,4,3,2505,965000
87,5,4.1,4167,899852
265,3,3.1,2712,899000
300,5,5.1,4230,950000
407,3,2.1,3620,999900
310,5,5,4388,949000
154,4,4,3926,995000
266,3,2,2158,899000
266,3,2.1,2591,938000
368,3,2.1,2793,895000
34,6,3.1,3086,950000
368,4,3,3207,995000
175,4,3.1,3226,979000
87,4,4.1,4555,969000
175,4,5.1,4296,975000
265,3,3,3119,998000
154,4,3.1,3926,965000
310,5,4.1,4308,898000
310,5,4.1,5057,950000
265,4,4.1,3371,949000
82,7,5,3700,900000
154,3,3.1,3428,995000
175,3,3.1,2940,899000
310,5,3.1,5074,944900
265,3,3.1,2430,895000
300,4,4.1,3521,899900
87,5,4.1,4531,999900
310,4,3.1,4739,975000
233,3,3,2831,898999
231,3,3.1,5155,960000
175,4,4.1,4154,999789
310,4,3.1,5074,910000
368,4,3,4318,923000
310,6,4.1,4352,927900
175,4,4,3117,989000
64,4,2,2971,959000
87,4,3.1,4021,999900
265,4,3.2,3733,925000
175,5,4.1,3816,999000
175,3,2.1,3278,899000
154,4,3.1,3468,909000
300,3,3.1,2957,919000
175,4,4.1,3441,929000
150,4,3.1,2685,899000
175,3,3.1,3264,929000
300,3,4.1,2958,949000
153,4,3.1,3380,945000
175,3,3.1,2811,929000
233,4,4,3600,998000
371,3,2,1700,995000
78,4,3.1,3685,1170000
299,6,4,4751,1218888
182,3,2,1113,1095000
78,5,3.1,3489,1058000
413,4,4.2,5847,1495000
304,5,3.2,4559,1174000
160,5,4.2,4381,1325000
299,5,4.1,3845,998000
304,5,4.1,3935,1250000
38,3,2.1,2492,1173000
160,3,2,1757,1398000
299,5,3.1,3971,1299000
381,4,3,3528,1200000
78,5,3,3455,1038000
182,5,4,3648,1195000
38,4,3,3504,1099000
182,3,2.1,2068,1180000
381,4,2.1,2800,1088000
299,5,5.1,5475,1299888
38,4,3.1,3052,1390000
182,4,4.1,3552,995000
40,3,2,2178,1140000
38,4,3,3519,1150000
38,7,7.1,6860,1350000
318,5,5,3142,1200000
182,4,4.1,3910,1395000
304,6,6.1,6500,1395000
83,7,4.2,4678,1100000
318,2,1,1441,1100000
38,4,3.1,4242,1299000
304,4,3,4099,1050000
79,4,3,3482,1188000
78,4,4.1,4072,1498000
299,5,4.1,4494,1488000
299,5,4.1,4159,1298000
79,1,1,1046,1288800
78,5,4.1,3489,1250000
182,4,3.1,3735,1495000
9,6,4.1,4987,1200000
182,4,3,3850,1175000
78,4,5,4225,1470000
182,5,3.1,4052,1000000
381,4,3,3726,1049500
304,4,4.1,4000,1188800
78,6,4.1,3079,1180000
182,5,3.1,2698,1390000
182,5,4.1,3792,1099000
250,4,3,2961,1450000
299,4,3.1,3208,1298000
78,5,3.1,2957,1198000
182,5,3.1,3408,1449000
299,5,4.1,3963,1288000
38,4,3.1,3319,1499995
182,4,3.1,3807,1350000
78,5,2.1,2889,1150000
79,5,3.1,4649,1190000
78,4,3,3285,1288000
38,3,2.1,2938,1198000
78,5,3,2702,999000
299,4,4,3841,1250000
210,6,3,3346,995000
299,4,4,4282,1375000
299,5,4.1,5482,1450000
78,5,5.1,4732,1499800
79,3,2,1990,1200000
79,5,3,3270,1200000
304,4,4,4400,1399000
182,5,4,3146,1100000
78,5,5,4235,1198000
78,4,3.1,3841,1025000
304,4,4.1,3742,995000
299,4,2.1,3508,1199900
299,5,4.1,4494,1358000
79,6,6.1,6341,1299800
182,4,4,2972,1050000
119,5,2,2040,1250000
250,5,4,4814,1195000
381,5,4.1,4500,1435000
182,4,3.1,3475,1090000
38,4,3.1,2995,1250000
411,4,4.1,5743,1500000
381,4,3,4410,1484000
182,4,3,2828,1150000
38,4,4.1,5067,1399000
182,5,4.1,4122,1375000
38,4,4.1,4130,999900
182,5,3.1,3408,1495000
38,5,4.1,5046,1500000
182,4,3,3249,1250000
299,4,4,3899,1129000
37,5,7,4400,1390000
38,3,3,2562,1049000
