,Unnamed: 0,city_codes,beds,baths,size,price
4751,4751,218,6,3.1,3170,975000
4752,4752,157,3,2.0,1800,998800
4753,4753,179,4,3.0,2180,908000
4754,4754,121,5,3.0,2236,989509
4755,4755,49,4,3.0,3000,989888
4756,4756,148,3,2.0,1688,984900
4757,4757,148,3,2.1,1973,949900
4758,4758,331,4,2.1,2741,949000
4759,4759,259,4,2.1,2584,980000
4760,4760,177,3,2.1,2554,949950
4761,4761,148,5,2.1,2276,925000
4762,4762,157,3,2.1,1851,899731
4763,4763,173,4,3.0,2454,935000
4764,4764,168,4,4.0,3020,998000
4765,4765,121,4,3.0,1700,898000
4766,4766,186,4,2.1,2449,899990
4767,4767,148,3,2.0,1243,939000
4768,4768,303,4,3.0,2787,899900
4769,4769,186,4,2.1,2474,920000
4770,4770,218,5,2.0,1650,988888
4771,4771,180,3,2.0,2477,899000
4772,4772,177,4,2.1,2555,934900
4773,4773,89,4,3.0,2404,920000
4774,4774,402,4,2.1,2578,975000
4775,4775,186,5,2.1,2484,986800
4776,4776,288,3,3.0,2795,949000
4777,4777,121,4,3.1,2006,945000
4778,4778,259,4,2.0,2164,895000
4779,4779,7,4,3.0,2716,989000
4780,4780,303,5,3.0,2903,949900
4781,4781,157,3,2.1,1762,949000
4782,4782,89,4,3.0,1796,910000
4783,4783,148,5,3.0,2620,949000
4784,4784,89,4,2.0,2178,995000
4785,4785,121,4,3.0,2122,899900
4786,4786,180,4,2.1,2271,937000
4787,4787,89,3,2.0,1600,899900
4788,4788,319,5,3.0,2857,940000
4789,4789,89,2,1.0,880,899999
4790,4790,157,3,2.1,1861,908000
4791,4791,218,4,3.1,2900,996000
4792,4792,331,3,2.0,1170,1000000
4793,4793,157,3,2.0,1688,898000
4794,4794,412,4,3.0,2554,949000
4795,4795,180,3,3.0,1508,895000
4796,4796,319,3,2.0,1723,949900
4797,4797,177,4,2.1,2308,915000
4798,4798,259,4,2.0,1635,965000
4799,4799,12,5,3.0,3001,939000
4800,4800,177,4,2.1,2534,949990
4801,4801,177,4,3.0,2516,930900
4802,4802,157,3,2.1,1785,978000
4803,4803,177,4,2.1,2481,1000000
4804,4804,96,3,2.1,2190,899000
4805,4805,331,4,3.0,3168,1000000
4806,4806,377,5,3.0,2600,995000
4807,4807,123,3,3.0,2020,929000
4808,4808,157,4,2.1,2193,939900
4809,4809,148,4,3.0,2938,975000
4810,4810,121,4,2.1,2347,998800
4811,4811,180,4,3.0,2405,900000
4812,4812,97,3,2.0,1915,912062
4813,4813,157,4,3.0,2190,898000
4814,4814,180,3,2.0,1395,899500
4815,4815,180,4,2.0,1814,919500
4816,4816,186,4,3.0,2121,899999
4817,4817,348,3,3.1,3159,999000
4818,4818,319,3,2.1,2060,995000
4819,4819,259,4,2.1,2557,979040
4820,4820,259,4,3.0,2587,925000
4821,4821,178,1,1.0,476,945500
4822,4822,180,4,2.0,1970,999000
4823,4823,402,4,3.1,2204,974900
4824,4824,412,4,3.0,2518,895000
4825,4825,259,4,2.1,2584,895000
4826,4826,319,4,3.0,2764,949000
4827,4827,180,5,4.0,4166,1000000
4828,4828,89,4,3.0,2108,968000
4829,4829,412,4,3.0,2477,998000
4830,4830,97,3,2.0,1830,975000
4831,4831,314,3,2.0,1610,979000
4832,4832,157,3,2.0,1696,949000
4833,4833,157,3,2.1,2864,995000
4834,4834,89,4,2.1,2210,929000
4835,4835,89,4,3.0,2169,912490
4836,4836,123,3,2.0,1754,929000
4837,4837,148,4,2.1,2181,899900
4838,4838,246,4,2.0,2162,959900
4839,4839,89,3,2.1,2143,895000
4840,4840,412,4,2.1,1961,965900
4841,4841,157,4,3.0,2189,918000
4842,4842,177,4,3.0,2507,954900
4843,4843,89,3,2.1,2000,999998
4844,4844,325,4,2.1,2978,900000
4845,4845,121,4,2.0,2003,925000
4846,4846,177,5,4.1,2917,906990
4847,4847,186,4,3.0,2116,895900
4848,4848,177,4,3.0,2554,975000
4849,4849,97,5,3.0,2202,949000
4850,4850,168,3,2.0,2911,960000
4851,4851,169,7,4.0,3426,949000
4852,4852,412,3,2.0,1793,950000
4853,4853,123,4,2.1,2178,899900
4854,4854,303,5,3.0,3275,934000
4855,4855,412,3,3.0,2471,949900
4856,4856,157,3,2.0,1906,919250
4857,4857,123,5,3.0,2364,945000
4858,4858,246,5,2.2,3600,895000
4859,4859,157,4,3.0,2079,990000
4860,4860,259,4,2.1,2331,899999
4861,4861,177,3,2.1,2462,899990
4862,4862,178,2,1.0,800,980000
4863,4863,11,3,2.1,2349,920000
4864,4864,288,6,3.0,2950,910000
4865,4865,288,4,4.0,2934,998000
4866,4866,157,4,3.0,2010,925000
4867,4867,288,2,2.0,1584,980000
4868,4868,148,4,2.1,2405,929900
4869,4869,379,4,3.0,2222,915000
4870,4870,259,6,4.0,3902,949900
4871,4871,157,4,3.1,2430,933800
4872,4872,97,4,2.1,1932,979000
4873,4873,121,4,2.0,1727,925000
4874,4874,89,3,3.0,2171,897000
4875,4875,11,5,2.1,2843,969000
4876,4876,412,3,2.1,2436,938000
4877,4877,157,4,2.1,2078,968000
4878,4878,218,4,3.0,2836,928000
4879,4879,331,3,2.0,2336,999000
4880,4880,157,4,2.1,2027,949990
4881,4881,246,3,2.1,2222,990000
4882,4882,186,4,3.0,3249,919000
4883,4883,325,4,3.0,2418,939900
4884,4884,90,4,3.0,2731,939900
4885,4885,319,4,2.1,2591,999900
4886,4886,89,4,2.1,2300,949000
4887,4887,89,4,2.1,2397,925000
4888,4888,89,4,3.0,2517,979000
4889,4889,177,4,3.0,2368,939000
4890,4890,331,3,2.0,3045,899000
4891,4891,246,4,2.2,3168,999000
4892,4892,12,4,3.0,2445,899900
4893,4893,124,4,2.1,2162,899000
4894,4894,180,4,3.0,2711,980000
4895,4895,177,2,2.1,1824,998000
4896,4896,123,4,3.0,2996,955000
4897,4897,168,3,2.0,1678,899000
4898,4898,379,4,2.1,2500,999000
4899,4899,186,4,3.1,2516,925000
4900,4900,186,5,4.0,2612,995092
4901,4901,89,4,2.1,2135,899999
4902,4902,157,4,2.1,2450,998500
4903,4903,148,3,2.1,2231,975000
4904,4904,180,3,3.0,1917,985000
4905,4905,358,4,3.0,2659,949888
4906,4906,97,3,3.0,2122,949000
4907,4907,157,4,2.1,2470,968888
4908,4908,259,3,3.1,2882,993000
4909,4909,157,3,2.1,1940,938000
4910,4910,157,5,3.0,1929,899000
4911,4911,97,3,3.0,1789,995000
4912,4912,319,5,3.0,2908,949000
4913,4913,49,5,3.0,2928,958888
4914,4914,180,3,2.0,1687,897500
4915,4915,148,4,2.1,1698,975000
4916,4916,219,5,3.0,2374,995000
4917,4917,180,3,2.0,1988,950000
4918,4918,148,3,2.0,2190,955000
4919,4919,49,4,2.1,3061,950000
4920,4920,186,5,3.0,2711,979500
4921,4921,303,4,3.0,2583,919000
4922,4922,90,4,3.0,3295,999000
4923,4923,175,4,4.1,4132,1265000
4924,4924,368,4,4.1,3879,1249000
4925,4925,175,4,4.1,4722,1125000
4926,4926,300,4,4.0,3708,998500
4927,4927,265,3,3.1,2486,1450000
4928,4928,175,3,3.1,3698,1200000
4929,4929,153,3,3.1,3176,1495000
4930,4930,368,6,3.1,3500,998000
4931,4931,266,4,3.1,3427,1149000
4932,4932,175,4,3.1,3400,995000
4933,4933,153,3,3.1,3657,1050000
4934,4934,64,4,3.1,3614,1200000
4935,4935,407,2,2.0,1440,1295000
4936,4936,300,5,5.1,4000,1499000
4937,4937,175,3,3.1,3551,1330000
4938,4938,233,4,4.1,5107,1000000
4939,4939,34,4,3.1,5079,1299999
4940,4940,175,4,4.1,4500,1300000
4941,4941,265,4,3.1,5062,1400000
4942,4942,266,4,3.1,2910,1500000
4943,4943,266,3,3.0,2119,997000
4944,4944,266,4,3.1,3377,1349000
4945,4945,266,3,3.0,2029,1184000
4946,4946,300,3,3.1,2995,995000
4947,4947,233,4,3.1,4291,1159000
4948,4948,368,5,3.1,4461,1049000
4949,4949,175,2,3.0,1674,1005000
4950,4950,175,3,3.1,2940,1049900
4951,4951,175,4,5.0,5424,1495000
4952,4952,64,5,3.1,3288,998000
4953,4953,175,3,3.1,3410,1199900
4954,4954,300,4,4.1,3017,995000
4955,4955,300,4,5.0,4719,1297000
4956,4956,175,4,4.1,3980,1350000
4957,4957,231,4,4.0,4390,1299000
4958,4958,175,4,4.0,4168,1249000
4959,4959,175,3,3.1,2883,1196000
4960,4960,368,4,2.1,3287,1300000
4961,4961,175,3,3.1,3551,1295000
4962,4962,175,5,5.1,4296,1138000
4963,4963,233,4,4.1,4803,999999
4964,4964,175,5,4.1,3698,1295000
4965,4965,266,5,4.1,3427,1150000
4966,4966,300,3,3.1,3763,1195000
4967,4967,233,3,3.2,3663,1099000
4968,4968,87,5,4.1,4743,1149900
4969,4969,310,5,5.1,5426,1088000
4970,4970,175,2,2.0,2546,1195000
4971,4971,310,4,4.0,4316,1350000
4972,4972,175,4,4.1,4370,1399000
4973,4973,265,3,3.1,3223,1150000
4974,4974,175,3,3.1,3479,1499000
4975,4975,310,5,3.1,3655,999900
4976,4976,175,4,5.0,4357,1499900
4977,4977,175,4,4.1,4449,1249000
4978,4978,310,5,5.1,4434,1249000
4979,4979,233,4,3.0,4492,1170000
4980,4980,175,4,4.1,4363,1095000
4981,4981,233,5,4.1,4255,1179000
4982,4982,233,5,3.1,4888,1389500
4983,4983,175,3,3.1,3700,1100000
4984,4984,368,4,3.1,4827,1325000
4985,4985,233,5,4.0,4229,1495000
4986,4986,154,5,5.1,5211,1295000
4987,4987,153,3,3.1,3952,995000
4988,4988,300,3,3.0,2391,1095000
4989,4989,368,4,3.0,3428,1229000
4990,4990,266,3,3.0,2654,1375000
4991,4991,233,4,4.1,4106,1049999
4992,4992,266,3,3.0,2034,999999
4993,4993,265,3,3.0,280,1184000
4994,4994,266,3,3.0,2539,1299900
4995,4995,266,3,3.0,2056,1149000
4996,4996,175,3,3.1,2754,1160000
4997,4997,175,3,4.1,3001,1275000
4998,4998,300,4,3.1,5064,1495000
4999,4999,368,4,3.0,3034,1199000
5000,5000,266,4,5.0,3934,998000
5001,5001,153,3,3.1,2559,1150000
5002,5002,265,3,2.1,3474,1299000
5003,5003,265,3,3.1,4239,995000
5004,5004,300,4,4.1,4382,1095000
5005,5005,368,5,3.1,3781,999000
5006,5006,368,8,7.0,4036,1349000
5007,5007,175,4,4.1,4243,1329000
5008,5008,233,3,2.0,2340,1460000
5009,5009,266,3,3.1,2722,1070000
5010,5010,266,3,3.1,3333,1495000
5011,5011,266,4,3.1,2972,1495000
5012,5012,233,4,3.1,4960,1375000
5013,5013,265,3,3.0,3232,1275000
5014,5014,175,3,3.0,3306,1165000
5015,5015,300,4,4.1,4034,1249000
5016,5016,233,5,3.1,4372,999000
5017,5017,368,4,4.1,4200,1150000
5018,5018,310,5,3.0,3865,1399900
5019,5019,300,4,5.0,4139,1449000
5020,5020,175,4,4.0,4243,1329000
5021,5021,26,2,2.0,1130,995000
5022,5022,265,4,4.0,2583,1249900
5023,5023,300,4,4.1,3524,999900
5024,5024,266,4,4.1,3409,1338000
5025,5025,266,3,3.0,1710,1349000
5026,5026,265,6,3.1,4266,1119000
5027,5027,154,5,5.2,5628,1490000
5028,5028,300,4,3.1,4801,1375000
5029,5029,153,2,2.1,2872,1295000
5030,5030,233,4,4.0,4353,1075000
5031,5031,265,4,4.0,3150,1070000
5032,5032,300,3,3.1,4318,1490000
5033,5033,265,4,4.1,3305,1065000
5034,5034,266,4,3.0,2876,1500000
5035,5035,300,4,4.1,3549,1225000
5036,5036,266,3,3.1,2213,995000
5037,5037,175,3,3.1,4308,1345000
5038,5038,265,3,3.0,2430,1015000
5039,5039,233,3,2.0,2807,1380000
5040,5040,34,5,4.1,5003,1090000
5041,5041,310,4,4.1,5997,1499000
5042,5042,64,4,5.0,3719,1499000
5043,5043,265,3,3.1,3244,1185000
5044,5044,233,4,4.1,4597,1425000
5045,5045,300,3,3.1,3933,1167000
5046,5046,231,4,4.2,3300,1350000
5047,5047,368,6,6.1,6979,1499900
5048,5048,233,3,3.0,3420,997700
5049,5049,266,3,3.0,2564,1375000
5050,5050,266,3,3.1,4238,1495000
5051,5051,265,5,4.1,4600,1175000
5052,5052,266,3,3.1,3087,1195000
5053,5053,87,5,5.1,5372,1295000
5054,5054,300,4,5.1,3531,1249000
5055,5055,175,4,4.1,3816,1199995
5056,5056,266,5,4.0,3077,1394000
5057,5057,266,3,3.0,2034,999999
5058,5058,233,3,3.0,3202,999888
5059,5059,175,3,4.0,3131,1195000
5060,5060,266,4,3.0,3669,1140000
5061,5061,64,7,6.1,6360,1450000
5062,5062,265,4,4.0,3371,1095000
5063,5063,233,3,3.0,3476,1499500
5064,5064,265,3,3.0,2845,1133300
5065,5065,300,4,4.1,4369,1099000
5066,5066,371,3,2.0,1875,1195000
5067,5067,310,5,4.0,3709,1049000
5068,5068,368,3,3.1,3156,1100000
5069,5069,266,4,4.0,3008,1395000
5070,5070,175,4,4.1,4449,1495000
5071,5071,310,3,2.1,5181,1200000
5072,5072,310,5,4.0,3498,1295000
5073,5073,175,3,3.0,2883,1174900
5074,5074,265,3,3.1,4166,1280000
5075,5075,175,3,3.1,3482,1099000
5076,5076,175,4,4.1,3330,1050000
5077,5077,175,4,4.1,3177,1095000
5078,5078,87,5,4.1,4743,1099890
5079,5079,87,5,5.1,5307,1149890
5080,5080,153,4,3.1,3469,1098000
5081,5081,265,3,3.0,3116,1049000
5082,5082,233,5,4.1,6277,1170000
5083,5083,175,3,4.1,2898,1155000
5084,5084,153,3,3.1,4039,1490000
5085,5085,265,4,4.1,3576,1089000
5086,5086,266,3,3.1,3510,1475000
5087,5087,266,3,4.1,4773,1250000
5088,5088,175,4,4.1,3267,1195000
5089,5089,266,3,3.2,3348,1349500
5090,5090,175,3,3.1,3855,1249000
5091,5091,368,5,3.1,4769,1045000
5092,5092,266,3,3.1,3717,1250000
5093,5093,233,6,5.2,6298,1264000
5094,5094,213,5,2.4,3994,1200000
5095,5095,266,6,6.1,8000,1300000
5096,5096,233,4,4.1,3330,1199000
5097,5097,266,4,4.0,2476,1249000
5098,5098,371,5,3.1,2000,1500000
5099,5099,233,4,3.1,5019,1379000
5100,5100,368,4,3.0,3879,1200000
5101,5101,243,3,2.0,1444,999999
5102,5102,153,4,3.1,4100,1325000
5103,5103,175,5,5.1,4773,1499000
5104,5104,265,4,4.0,5261,1050000
5105,5105,300,4,4.0,4150,1299000
5106,5106,153,3,3.1,2498,995000
5107,5107,368,6,5.1,6573,1300000
5108,5108,371,3,3.0,2832,1400000
5109,5109,231,4,2.0,1670,1199000
5110,5110,153,3,3.1,3662,1100000
5111,5111,175,4,4.1,3840,1195000
5112,5112,265,4,4.1,4992,1448900
5113,5113,153,3,3.1,3332,1050000
5114,5114,233,4,3.1,4241,1398777
5115,5115,368,6,4.1,3550,1188888
5116,5116,300,3,3.1,3349,1129000
5117,5117,300,4,4.2,5236,1899000
5118,5118,153,4,4.1,3300,1950000
5119,5119,265,4,4.1,3576,1795000
5120,5120,153,3,3.1,3176,1495000
5121,5121,266,5,4.1,3820,1545000
5122,5122,265,4,4.2,4351,1995000
5123,5123,300,4,3.3,4929,1699000
5124,5124,300,5,5.1,4000,1499000
5125,5125,266,2,2.0,1871,1597000
5126,5126,175,4,4.2,5526,1695000
5127,5127,266,4,3.1,2910,1500000
5128,5128,153,4,4.0,3371,1725000
5129,5129,153,4,4.0,4371,1880000
5130,5130,175,4,5.0,5424,1495000
5131,5131,300,4,4.1,4234,1595000
5132,5132,265,4,4.1,3376,1875000
5133,5133,300,3,5.0,4929,1645000
5134,5134,153,4,4.1,3260,1595000
5135,5135,175,4,4.1,4027,1895000
5136,5136,153,4,4.1,3724,1875000
5137,5137,300,3,5.1,4929,1999000
5138,5138,153,4,4.1,4315,1899000
5139,5139,265,4,4.1,4575,1899000
5140,5140,300,5,5.1,4881,1849000
5141,5141,368,3,3.0,3354,1584500
5142,5142,368,6,8.1,5883,1795000
5143,5143,175,3,3.1,3479,1499000
5144,5144,153,4,4.1,4169,1598000
5145,5145,266,3,3.1,3556,1975000
5146,5146,175,4,5.0,4357,1499900
5147,5147,300,3,3.1,3380,1699000
5148,5148,175,5,4.1,4912,1895000
5149,5149,300,3,3.1,5701,1875000
5150,5150,233,5,4.0,4229,1495000
5151,5151,310,5,5.0,6789,1975000
5152,5152,300,4,7.0,6462,1995000
5153,5153,175,3,3.0,4600,1695000
5154,5154,175,4,4.1,3889,1795000
5155,5155,368,5,4.1,6114,1749000
5156,5156,175,4,4.1,3917,1595000
5157,5157,153,4,4.1,3260,1595000
5158,5158,153,3,3.1,4196,1975000
5159,5159,175,4,4.0,4478,1775000
5160,5160,266,3,4.0,2690,1795000
5161,5161,153,4,4.1,4246,1725000
5162,5162,300,4,3.1,5064,1495000
5163,5163,154,9,5.1,6020,1875000
5164,5164,266,3,4.0,3202,1997000
5165,5165,175,4,4.1,4900,1750000
5166,5166,233,8,6.1,7256,1999000
5167,5167,153,4,4.0,3766,1595000
5168,5168,175,4,4.1,4243,1850000
5169,5169,266,3,3.1,3333,1495000
5170,5170,265,4,4.2,4627,1795000
5171,5171,266,4,3.1,2972,1495000
5172,5172,175,4,4.1,4243,1749000
5173,5173,300,4,4.1,3785,1950000
5174,5174,153,3,3.1,4371,1895000
5175,5175,175,4,4.1,5331,1995000
5176,5176,266,4,3.0,2232,1995000
5177,5177,153,4,4.1,3380,1529000
5178,5178,266,4,4.1,4867,1875000
5179,5179,233,4,3.0,2991,1800000
5180,5180,265,4,4.1,4220,1698900
5181,5181,147,3,3.0,3380,1699000
5182,5182,265,4,4.1,3552,1995000
5183,5183,266,3,2.1,1839,1895000
5184,5184,368,6,5.1,6475,1988000
5185,5185,266,4,3.0,2876,1500000
5186,5186,266,4,7.0,7154,1795000
5187,5187,310,5,6.2,6254,1899000
5188,5188,233,5,4.1,5430,1690000
5189,5189,310,4,4.1,5997,1499000
5190,5190,64,4,5.0,3719,1499000
5191,5191,266,4,4.0,2243,1525000
5192,5192,266,3,3.1,3538,1695000
5193,5193,368,6,6.1,6979,1499900
5194,5194,266,4,4.1,3905,1599000
5195,5195,266,5,4.1,3353,1900000
5196,5196,266,3,3.1,4238,1495000
5197,5197,175,3,3.1,3567,1600000
5198,5198,233,3,3.0,3476,1499500
5199,5199,300,4,4.1,5238,1548000
5200,5200,175,4,4.1,4449,1495000
5201,5201,265,4,4.1,4230,1800000
5202,5202,310,6,6.1,6129,1799999
5203,5203,265,4,4.1,4575,1975000
5204,5204,265,4,4.1,3314,1895000
5205,5205,175,4,4.1,4449,1775000
5206,5206,175,6,4.1,5125,1695000
5207,5207,153,4,4.1,3300,1585000
5208,5208,266,3,2.1,3441,1895000
5209,5209,371,5,3.1,2000,1500000
5210,5210,175,4,4.1,4450,1575000
5211,5211,265,4,4.1,4575,1950000
5212,5212,141,2,1.1,1210,1950000
5213,5213,266,4,4.2,4360,1949000
5214,5214,266,4,4.2,4360,1949000
5215,5215,77,6,5.1,4233,1690000
5216,5216,175,5,5.1,4773,1499000
5217,5217,265,4,5.1,4580,1850000
5218,5218,405,2,2.0,1976,1600000
5219,5219,265,3,3.1,3082,1548000
5220,5220,407,6,5.2,7463,1750000
5221,5221,266,4,3.1,3391,1559000
5222,5222,300,3,3.1,4753,1850000
5223,5223,175,4,4.1,4243,1590000
5224,5224,175,3,3.0,4437,1550000
5225,5225,300,3,3.1,4708,1649000
5226,5226,175,4,4.1,4161,1545000
5227,5227,153,3,3.1,4588,1749000
5228,5228,310,5,5.0,5346,1649999
5229,5229,233,5,3.1,5371,1599000
5230,5230,300,2,1.0,790,1495000
5231,5231,265,4,4.1,3869,1795816
5232,5232,300,3,3.0,3600,1580000
5233,5233,300,4,4.1,4411,1700000
5234,5234,368,6,4.1,5582,1800000
5235,5235,266,4,4.1,3670,1995000
5236,5236,266,4,4.1,3900,1599000
5237,5237,153,4,4.1,3300,1749000
5238,5238,266,3,3.1,3440,1549000
5239,5239,87,4,4.2,6637,1595000
5240,5240,300,4,4.1,4121,1625000
5241,5241,175,4,4.2,5170,1995000
5242,5242,368,3,2.0,1928,1875000
5243,5243,87,5,5.0,5401,1577000
5244,5244,266,3,3.1,3525,1790000
5245,5245,300,4,3.1,3737,2000000
5246,5246,368,3,2.0,2800,1775000
5247,5247,368,7,5.1,6241,1875000
5248,5248,300,4,4.1,4235,1499000
5249,5249,368,5,4.1,4620,1525000
5250,5250,175,3,3.0,4354,1795000
5251,5251,266,4,4.1,4433,1939000
5252,5252,233,5,4.2,5441,1899900
5253,5253,175,6,5.1,4745,1800500
5254,5254,300,5,5.1,4619,1799000
5255,5255,300,4,4.1,4720,1630000
5256,5256,233,5,4.1,5732,1695000
5257,5257,233,4,5.2,8100,1650000
5258,5258,300,4,4.2,5243,1769000
5259,5259,87,5,5.1,5955,1649000
5260,5260,265,4,4.1,3870,1500000
5261,5261,82,5,5.0,4226,1499000
5262,5262,368,4,4.0,3500,1750000
5263,5263,266,4,4.0,4285,1899000
5264,5264,300,4,4.1,4332,1599000
5265,5265,233,5,4.2,5754,1535000
5266,5266,175,4,3.1,5803,1825000
5267,5267,175,4,4.1,5116,1825000
5268,5268,266,4,3.1,3369,1999000
5269,5269,154,7,5.2,5050,1875000
5270,5270,175,3,3.0,4839,1995000
5271,5271,233,4,3.0,3978,1500000
5272,5272,368,4,3.1,3570,1550000
5273,5273,265,3,3.0,4903,1495000
5274,5274,175,4,4.1,4828,1750000
5275,5275,153,3,3.0,5001,1499000
5276,5276,175,3,3.1,4837,1995000
5277,5277,233,6,6.2,7208,1750000
5278,5278,153,4,4.1,4064,1875000
5279,5279,368,5,4.1,8491,1699000
5280,5280,368,3,3.0,3860,1499000
5281,5281,266,4,5.1,3649,1990000
5282,5282,300,3,4.1,5113,1995000
5283,5283,153,3,3.0,3475,1699000
5284,5284,153,3,3.1,3117,1750000
5285,5285,233,6,5.1,5388,1499000
5286,5286,175,3,3.1,4011,1695000
5287,5287,87,7,4.1,5242,1590000
5288,5288,324,5,4.0,2392,1600000
5289,5289,310,8,7.1,8893,1549900
5290,5290,153,5,5.1,4230,1850000
5291,5291,265,4,4.1,2754,1525000
5292,5292,233,4,4.2,6300,1995000
5293,5293,175,3,4.1,4621,1849000
5294,5294,233,6,5.0,5204,1499000
5295,5295,175,3,3.1,3748,1795000
5296,5296,175,4,5.2,4300,1985000
5297,5297,265,4,4.1,3500,1975000
5298,5298,300,4,4.1,3811,1595000
5299,5299,265,3,3.1,4029,1595000
5300,5300,266,4,3.1,3844,1830000
5301,5301,175,3,3.1,3857,1865000
5302,5302,300,5,5.1,5500,1950000
5303,5303,175,3,3.1,4271,1990000
5304,5304,153,5,4.1,6364,1895000
5305,5305,300,3,3.1,5298,1990000
5306,5306,64,6,6.1,6280,1999999
5307,5307,265,3,3.1,3042,1495000
5308,5308,265,4,3.1,3752,1895000
5309,5309,153,4,4.1,3952,1595000
5310,5310,233,5,4.0,7428,1499000
5311,5311,300,4,4.2,4914,1699000
5312,5312,154,2,1.0,927,210000
5313,5313,101,4,2.0,1371,250000
5314,5314,141,3,2.0,1223,215000
5315,5315,141,2,2.0,1437,225000
5316,5316,141,2,2.0,1209,219000
5317,5317,141,3,2.0,1308,199800
5318,5318,233,2,2.0,1702,242000
5319,5319,185,2,2.0,875,240000
5320,5320,324,2,1.1,1079,234900
5321,5321,278,3,2.0,1404,240000
5322,5322,101,2,2.0,1206,232000
5323,5323,26,3,1.1,1241,249000
5324,5324,278,2,2.0,1200,229000
5325,5325,101,3,2.0,1280,249000
5326,5326,228,4,2.1,2319,195000
5327,5327,14,2,1.0,784,199000
5328,5328,42,3,2.0,1500,199500
5329,5329,101,3,2.0,1382,250000
5330,5330,71,3,2.0,1248,220000
5331,5331,101,3,2.0,1396,204500
5332,5332,53,4,2.0,1404,250000
5333,5333,26,2,2.0,1312,234900
5334,5334,141,2,2.0,1745,239999
5335,5335,141,2,2.0,948,209900
5336,5336,228,3,2.0,1118,220000
5337,5337,141,3,2.0,1248,238000
5338,5338,249,3,2.0,1668,240000
5339,5339,150,2,1.0,864,219000
5340,5340,233,2,2.0,1800,235000
5341,5341,82,4,1.0,1000,219999
5342,5342,324,3,2.0,1140,239900
5343,5343,26,3,1.0,1141,235000
5344,5344,77,2,1.0,936,255000
5345,5345,249,2,2.0,1152,209900
5346,5346,71,2,1.0,910,219900
5347,5347,213,2,2.0,1344,255000
5348,5348,101,3,2.0,1839,255000
5349,5349,101,3,2.0,1629,255000
5350,5350,185,2,2.0,875,234888
5351,5351,26,2,2.0,1505,220000
5352,5352,373,3,2.0,1557,205000
5353,5353,141,2,2.0,1344,225000
5354,5354,228,4,3.0,1716,250500
5355,5355,77,2,2.0,2224,219900
5356,5356,14,4,2.0,1880,228000
5357,5357,213,3,2.0,1152,228000
5358,5358,213,2,2.0,1066,205000
5359,5359,213,2,1.0,1000,242000
5360,5360,29,2,1.0,990,199000
5361,5361,29,2,1.0,1030,199000
5362,5362,141,2,2.0,1112,245000
5363,5363,141,3,1.0,912,219000
5364,5364,324,3,2.0,1280,245000
5365,5365,141,2,2.0,1062,229500
5366,5366,324,2,2.0,1316,229500
5367,5367,141,2,1.0,792,225000
5368,5368,101,4,2.0,1659,249999
5369,5369,101,3,2.0,1543,239999
5370,5370,213,2,1.0,925,255000
5371,5371,141,2,2.0,1218,205000
5372,5372,266,2,1.0,1088,239000
5373,5373,141,2,2.0,1264,219900
5374,5374,403,3,2.0,1458,210000
5375,5375,371,4,2.0,1600,234900
5376,5376,371,4,2.0,1600,234900
5377,5377,371,4,2.0,1600,234900
5378,5378,101,3,2.0,1574,239900
5379,5379,26,3,2.0,1475,247500
5380,5380,141,2,2.0,1515,252900
5381,5381,101,4,2.0,1570,230000
5382,5382,185,3,2.0,1440,247000
5383,5383,141,3,2.0,1318,239500
5384,5384,362,2,1.0,945,225000
5385,5385,101,4,2.0,1470,250000
5386,5386,213,2,1.0,992,240000
5387,5387,405,2,2.0,1488,200000
5388,5388,141,2,2.0,1233,210000
5389,5389,14,2,2.0,1344,235000
5390,5390,82,4,3.0,1550,250000
5391,5391,185,3,2.0,1584,195000
5392,5392,141,3,2.0,1357,248500
5393,5393,213,2,1.0,1080,224995
5394,5394,141,2,2.0,1216,205500
5395,5395,141,2,1.0,792,230000
5396,5396,278,2,2.0,1536,239999
5397,5397,141,2,2.0,1170,209000
5398,5398,324,3,2.0,1195,255000
5399,5399,101,3,2.0,1374,240000
5400,5400,141,2,2.0,1197,214900
5401,5401,213,3,2.0,1308,245900
5402,5402,141,2,2.0,1232,197000
5403,5403,324,5,3.0,3274,199000
5404,5404,141,3,2.0,1400,235000
5405,5405,141,3,2.0,1030,245000
5406,5406,249,2,2.0,1040,215000
5407,5407,185,3,2.0,1125,249000
5408,5408,141,2,2.0,1313,249000
5409,5409,407,2,2.0,960,219000
5410,5410,324,2,2.0,1512,225000
5411,5411,362,2,2.0,1350,255000
5412,5412,26,2,1.0,976,244900
5413,5413,101,2,2.0,1206,224900
5414,5414,42,4,2.0,1900,199000
5415,5415,213,2,2.0,1098,249000
5416,5416,141,4,2.1,2491,249000
5417,5417,5,2,2.0,1152,210000
5418,5418,101,3,2.0,1638,249900
5419,5419,150,1,1.0,912,252500
5420,5420,228,3,2.0,1123,245000
5421,5421,141,2,2.0,1518,229900
5422,5422,141,2,2.0,1089,215000
5423,5423,101,2,2.0,1300,229900
5424,5424,82,4,2.0,1265,249900
5425,5425,141,3,1.0,1100,224900
5426,5426,141,3,2.0,1364,250000
5427,5427,101,2,2.0,1313,209000
5428,5428,141,2,2.0,1091,195000
5429,5429,101,4,2.0,1248,239000
5430,5430,233,2,2.0,1440,229900
5431,5431,141,3,3.0,1447,245000
