,Unnamed: 0,city_codes,beds,baths,size,price
7544,7544,175,5,3.1,3642,799900
7545,7545,310,5,4.1,3825,780000
7546,7546,87,4,3.0,2782,775000
7547,7547,300,3,3.0,2694,769000
7548,7548,266,3,2.0,2030,799900
7549,7549,368,3,2.0,2315,749000
7550,7550,266,3,2.1,2667,789000
7551,7551,175,3,3.1,2379,745000
7552,7552,266,2,3.0,2127,745000
7553,7553,175,3,3.0,2611,749000
7554,7554,233,4,3.0,2129,749900
7555,7555,141,3,3.0,2040,795000
7556,7556,266,4,3.0,1677,787500
7557,7557,310,3,3.0,2452,799000
7558,7558,87,5,2.1,2392,769900
7559,7559,368,5,4.0,3983,749900
7560,7560,310,4,3.0,2775,800000
7561,7561,310,4,3.1,3700,800000
7562,7562,185,2,2.0,2160,775000
7563,7563,278,4,5.0,3200,799999
7564,7564,101,5,4.0,4582,799000
7565,7565,175,3,3.1,2856,789999
7566,7566,243,5,3.1,3188,799888
7567,7567,233,3,2.0,1543,795000
7568,7568,64,4,3.0,2888,779999
7569,7569,265,3,2.1,2714,750000
7570,7570,266,4,4.0,2705,789000
7571,7571,185,4,2.1,2458,795000
7572,7572,310,6,4.1,4125,752541
7573,7573,64,4,3.0,2670,799900
7574,7574,175,3,3.1,2924,790000
7575,7575,87,4,3.0,2975,799000
7576,7576,310,3,2.1,3719,799000
7577,7577,213,4,3.1,3123,749900
7578,7578,265,4,3.0,2700,779900
7579,7579,33,8,4.0,3404,775000
7580,7580,310,5,4.1,4895,799999
7581,7581,175,4,3.0,2155,799000
7582,7582,87,5,4.1,3216,749990
7583,7583,175,3,4.0,2800,750000
7584,7584,87,5,4.0,4249,760000
7585,7585,175,4,3.1,3423,799000
7586,7586,231,3,3.1,3735,799000
7587,7587,87,4,4.0,3197,764900
7588,7588,300,3,3.0,2620,799000
7589,7589,300,4,4.0,2969,749000
7590,7590,14,4,3.0,2378,775000
7591,7591,300,3,3.0,2908,759000
7592,7592,154,3,2.1,2400,750000
7593,7593,266,3,2.0,1756,745000
7594,7594,153,3,5.0,3641,750000
7595,7595,243,3,3.0,2304,765000
7596,7596,87,5,4.0,3572,749000
7597,7597,87,4,3.0,3676,779900
7598,7598,266,3,2.0,1557,755000
7599,7599,175,3,3.1,2724,749000
7600,7600,266,3,2.0,1388,765000
7601,7601,87,4,4.0,3687,780000
7602,7602,175,3,3.1,2804,795000
7603,7603,265,4,4.1,3212,799000
7604,7604,87,3,3.0,2868,799000
7605,7605,87,5,3.1,3736,778000
7606,7606,64,4,3.0,3652,799999
7607,7607,368,4,3.0,2996,765000
7608,7608,265,3,3.0,2498,768000
7609,7609,266,3,2.0,1353,749000
7610,7610,175,3,3.0,2750,788000
7611,7611,175,3,3.1,3020,768000
7612,7612,77,5,3.2,4200,799000
7613,7613,87,4,3.0,2968,749000
7614,7614,266,3,2.1,2747,749000
7615,7615,175,3,3.1,2577,790000
7616,7616,175,3,2.1,2700,788000
7617,7617,153,4,4.0,3380,775000
7618,7618,407,3,2.1,1782,799900
7619,7619,175,3,3.1,2379,749000
7620,7620,175,3,3.0,2872,795000
7621,7621,175,3,3.1,2833,775000
7622,7622,141,4,2.1,3200,799900
7623,7623,265,3,2.0,2164,779000
7624,7624,368,5,4.0,3794,795000
7625,7625,266,3,2.0,1954,774500
7626,7626,300,3,3.1,3169,750000
7627,7627,175,3,3.1,2580,795000
7628,7628,64,4,3.1,4300,749900
7629,7629,87,6,4.1,4666,745000
7630,7630,310,4,3.1,3904,779000
7631,7631,141,2,1.0,1244,800000
7632,7632,266,4,3.0,1808,749999
7633,7633,64,4,4.0,2996,799900
7634,7634,233,4,3.0,2512,799800
7635,7635,87,5,3.0,3254,780000
7636,7636,87,5,3.1,3202,749000
7637,7637,265,3,3.1,2782,749000
7638,7638,185,2,1.0,720,750000
7639,7639,154,4,3.1,3150,759000
7640,7640,243,4,2.0,1965,769900
7641,7641,265,4,2.1,2618,765000
7642,7642,266,4,2.2,1949,750000
7643,7643,213,4,4.0,3426,750000
7644,7644,87,5,3.1,3528,750000
7645,7645,310,4,2.1,3563,789000
7646,7646,216,5,3.0,3715,749000
7647,7647,310,4,2.1,3553,755000
7648,7648,175,4,3.1,2924,769000
7649,7649,265,4,4.1,3310,750000
7650,7650,87,5,3.1,3501,749900
7651,7651,87,3,2.1,3142,748950
7652,7652,77,4,4.0,3879,749900
7653,7653,300,3,3.1,3773,765000
7654,7654,87,3,2.0,3358,799900
7655,7655,300,3,3.0,2940,749999
7656,7656,265,3,3.1,2982,749000
7657,7657,231,4,4.0,3200,775000
7658,7658,310,5,3.1,3650,750000
7659,7659,243,4,2.1,2203,779000
7660,7660,265,3,3.1,2907,770000
7661,7661,368,4,3.1,3198,769000
7662,7662,243,4,2.1,2218,789900
7663,7663,153,5,3.1,3130,795000
7664,7664,153,3,3.0,2871,789000
7665,7665,265,4,4.0,2952,750000
7666,7666,141,5,3.0,2852,799900
7667,7667,265,3,3.1,2430,759000
7668,7668,266,3,2.0,1942,799900
7669,7669,266,3,3.0,2487,799000
7670,7670,266,3,2.0,1942,769900
7671,7671,87,5,3.0,3254,778000
7672,7672,228,4,2.0,2112,750000
7673,7673,243,5,4.0,3606,794900
7674,7674,243,5,3.1,2832,749000
7675,7675,243,4,2.1,2980,758888
7676,7676,249,6,3.1,3430,760000
7677,7677,175,3,3.0,2847,899000
7678,7678,175,3,3.1,2635,829000
7679,7679,213,5,3.1,4066,799900
7680,7680,368,5,4.0,4209,800000
7681,7681,175,4,3.1,3502,799000
7682,7682,154,3,3.1,2708,800000
7683,7683,87,5,3.1,4619,848800
7684,7684,175,3,3.1,2611,899000
7685,7685,266,5,3.1,3267,849000
7686,7686,266,3,2.0,1994,795000
7687,7687,300,4,4.1,3524,869000
7688,7688,153,3,4.0,3850,879000
7689,7689,175,3,3.1,2811,859000
7690,7690,233,4,3.0,3070,819777
7691,7691,310,5,3.0,3282,799000
7692,7692,266,3,3.0,2516,889900
7693,7693,175,4,4.1,2905,825000
7694,7694,147,4,4.1,3984,849000
7695,7695,368,3,2.1,2917,849000
7696,7696,175,4,3.1,3312,854000
7697,7697,310,5,3.0,3014,875000
7698,7698,300,3,3.1,3275,879000
7699,7699,368,4,3.0,2615,829000
7700,7700,310,4,3.0,3219,815000
7701,7701,266,3,3.1,3042,799900
7702,7702,175,3,3.1,2501,895000
7703,7703,300,3,3.1,3646,899000
7704,7704,150,4,3.1,2307,849000
7705,7705,231,3,3.0,2660,879700
7706,7706,266,3,2.0,2182,850000
7707,7707,300,3,3.0,2950,869000
7708,7708,266,4,3.1,3000,895000
7709,7709,87,5,4.1,4136,799900
7710,7710,300,3,3.0,3288,847000
7711,7711,175,3,3.0,2924,850000
7712,7712,87,5,4.1,4278,799900
7713,7713,87,5,4.1,3491,799900
7714,7714,175,3,3.1,2635,839000
7715,7715,265,4,3.0,3560,899000
7716,7716,175,4,4.1,3524,859000
7717,7717,266,5,4.0,2604,895000
7718,7718,175,3,3.1,3669,874900
7719,7719,300,3,3.1,3206,850000
7720,7720,175,3,2.1,2631,899000
7721,7721,266,4,3.0,2619,895000
7722,7722,266,5,3.0,1825,899000
7723,7723,300,3,3.0,3229,849000
7724,7724,153,4,3.1,3217,849000
7725,7725,87,5,4.0,3735,878888
7726,7726,153,5,4.1,3617,849000
7727,7727,153,4,3.1,3875,879000
7728,7728,175,3,3.1,2635,855000
7729,7729,175,3,3.1,2975,820000
7730,7730,266,3,3.1,3565,870000
7731,7731,153,3,2.1,2410,819900
7732,7732,300,3,3.0,3502,825000
7733,7733,265,3,3.1,3417,869000
7734,7734,175,4,3.1,2924,849000
7735,7735,265,3,3.1,3225,869000
7736,7736,300,4,3.1,3636,799000
7737,7737,266,3,2.0,1774,858000
7738,7738,175,4,4.1,3072,879000
7739,7739,175,3,3.0,3471,899000
7740,7740,300,3,3.1,3169,888900
7741,7741,300,3,3.1,3074,895000
7742,7742,175,4,3.1,2748,827000
7743,7743,300,4,4.1,3316,829500
7744,7744,175,5,8.1,3989,795000
7745,7745,368,4,3.0,2644,799900
7746,7746,266,4,4.1,2972,899935
7747,7747,300,4,3.1,3149,849000
7748,7748,266,3,3.0,2821,799000
7749,7749,300,3,3.1,3115,869500
7750,7750,175,5,3.1,3642,799900
7751,7751,175,3,3.1,2700,825000
7752,7752,175,3,3.1,2635,899000
7753,7753,175,3,3.1,2054,859000
7754,7754,266,3,2.0,2030,799900
7755,7755,405,5,5.0,4002,899900
7756,7756,266,6,4.0,2218,855000
7757,7757,87,5,4.1,3953,850000
7758,7758,175,3,3.1,2924,895000
7759,7759,87,5,3.0,3435,859000
7760,7760,266,2,2.2,2726,819000
7761,7761,175,3,3.1,2535,839000
7762,7762,141,3,3.0,2040,795000
7763,7763,266,4,3.0,2294,849000
7764,7764,368,4,3.1,3143,875000
7765,7765,310,3,3.0,2452,799000
7766,7766,310,4,3.1,3692,849000
7767,7767,310,4,2.0,2798,829900
7768,7768,310,4,3.0,2775,800000
7769,7769,310,4,3.1,3700,800000
7770,7770,87,4,3.0,3413,815000
7771,7771,278,4,5.0,3200,799999
7772,7772,266,3,2.0,2005,829000
7773,7773,101,5,4.0,4582,799000
7774,7774,233,4,3.1,3668,869900
7775,7775,300,3,2.1,2336,885000
7776,7776,266,3,3.1,2032,864000
7777,7777,243,5,3.1,3188,799888
7778,7778,64,4,3.0,2996,849000
7779,7779,233,3,2.0,1543,795000
7780,7780,266,4,4.0,3606,899000
7781,7781,310,5,3.1,3457,839000
7782,7782,185,4,2.1,2458,795000
7783,7783,233,3,2.1,1832,899000
7784,7784,266,3,2.0,1957,809000
7785,7785,64,4,3.0,2670,799900
7786,7786,87,4,3.0,2975,799000
7787,7787,266,3,2.0,1944,839000
7788,7788,310,3,2.1,3719,799000
7789,7789,175,3,3.1,2883,897000
7790,7790,266,3,3.1,2318,895000
7791,7791,300,3,3.0,3180,849900
7792,7792,310,5,4.1,4895,799999
7793,7793,266,3,2.1,2353,899000
7794,7794,175,4,3.0,2155,799000
7795,7795,265,3,3.1,2936,819000
7796,7796,266,3,3.0,2440,889000
7797,7797,153,4,3.0,3565,839000
7798,7798,233,4,4.0,4000,889000
7799,7799,175,4,3.1,3423,799000
7800,7800,231,3,3.1,3735,799000
7801,7801,243,5,3.0,4016,865000
7802,7802,300,3,3.0,2620,799000
7803,7803,175,3,3.0,2673,850000
7804,7804,87,5,2.1,3346,899888
7805,7805,310,5,4.1,4442,899990
7806,7806,300,3,3.1,3300,879000
7807,7807,243,6,3.2,4749,825000
7808,7808,87,4,3.1,3346,885000
7809,7809,266,4,3.1,3049,879000
7810,7810,153,4,5.1,4091,895000
7811,7811,175,4,4.1,3247,830000
7812,7812,233,4,3.0,3537,849900
7813,7813,300,3,2.1,3250,829000
7814,7814,243,5,3.1,3895,829800
7815,7815,87,5,4.1,3953,827000
7816,7816,371,4,2.1,2256,899000
7817,7817,175,3,3.1,2910,899000
7818,7818,300,3,3.0,2887,829000
7819,7819,175,3,3.1,2804,795000
7820,7820,265,4,4.1,3212,799000
7821,7821,87,3,3.0,2868,799000
7822,7822,64,4,3.0,3652,799999
7823,7823,175,3,3.1,2800,875000
7824,7824,141,6,3.0,5488,870000
7825,7825,77,5,3.2,4200,799000
7826,7826,368,3,2.0,2595,825000
7827,7827,266,4,4.0,2397,899000
7828,7828,64,4,3.2,4381,864999
7829,7829,407,3,2.1,1782,799900
7830,7830,233,4,3.1,4862,899000
7831,7831,175,3,3.1,2635,850000
7832,7832,175,4,3.1,2520,899000
7833,7833,175,3,3.0,2872,795000
7834,7834,141,4,2.1,3200,799900
7835,7835,405,4,4.0,2718,875000
7836,7836,265,2,2.0,1420,849000
7837,7837,175,3,3.1,2635,839000
7838,7838,213,4,3.1,3867,899000
7839,7839,310,3,2.1,3193,875000
7840,7840,310,5,4.1,3937,898000
7841,7841,368,5,4.0,3794,795000
7842,7842,87,6,5.1,4248,824900
7843,7843,175,3,3.1,2580,795000
7844,7844,265,4,4.1,2800,869000
7845,7845,175,3,3.0,2635,849000
7846,7846,266,2,2.1,2209,845500
7847,7847,266,3,2.0,1984,868000
7848,7848,175,3,3.1,2974,899000
7849,7849,213,5,4.1,3653,819990
7850,7850,213,4,3.1,3123,849990
7851,7851,141,2,1.0,1244,800000
7852,7852,266,4,3.1,4370,885000
7853,7853,64,4,4.0,2996,799900
7854,7854,233,4,3.0,2512,799800
7855,7855,266,3,3.0,1670,840000
7856,7856,153,3,3.0,2587,849500
7857,7857,300,3,3.1,4057,830000
7858,7858,265,4,3.1,2796,899000
7859,7859,243,4,2.0,3065,837500
7860,7860,153,4,3.1,3032,875000
7861,7861,265,6,8.1,6100,889500
7862,7862,300,3,2.2,3650,809000
7863,7863,5,4,4.1,5250,849999
7864,7864,87,5,3.0,3807,849000
7865,7865,265,5,4.1,3425,899900
7866,7866,310,4,3.0,3400,809900
7867,7867,368,4,3.1,3550,860000
7868,7868,405,4,3.0,4127,850000
7869,7869,265,3,2.0,3013,895000
7870,7870,265,4,2.1,2684,895000
7871,7871,265,3,3.1,3235,879000
7872,7872,175,3,3.0,2450,829000
7873,7873,266,3,2.0,1882,899900
7874,7874,175,3,3.0,2847,899000
7875,7875,64,3,3.2,3344,975000
7876,7876,300,4,4.0,3708,998500
7877,7877,175,3,3.1,2611,899000
7878,7878,368,6,3.1,3500,998000
7879,7879,265,3,3.0,2519,929000
7880,7880,175,4,3.1,3400,995000
7881,7881,233,4,4.1,5107,1000000
7882,7882,300,3,3.0,3136,925000
7883,7883,266,3,3.0,2119,997000
7884,7884,310,4,4.0,3683,984900
7885,7885,368,4,2.0,2219,985000
7886,7886,147,5,5.3,5700,959000
7887,7887,300,3,3.1,2995,995000
7888,7888,175,2,3.0,1674,1005000
7889,7889,64,5,3.1,3288,998000
7890,7890,175,4,4.1,3309,949000
7891,7891,300,4,4.1,3017,995000
7892,7892,150,3,3.1,2317,925000
7893,7893,175,3,3.1,2501,895000
7894,7894,300,3,3.1,3646,899000
7895,7895,266,4,3.1,3000,895000
7896,7896,233,4,4.1,4803,999999
7897,7897,175,3,3.1,2883,979000
7898,7898,310,5,4.0,4472,925000
7899,7899,64,4,3.1,5183,990000
7900,7900,265,4,3.0,3560,899000
7901,7901,266,5,4.0,2604,895000
7902,7902,175,3,2.1,2631,899000
7903,7903,266,4,3.0,2619,895000
7904,7904,175,3,3.1,3153,915000
7905,7905,310,5,3.1,3655,999900
7906,7906,266,5,3.0,1825,899000
7907,7907,153,4,4.0,2667,929000
7908,7908,265,4,4.0,3696,929000
7909,7909,265,4,4.0,2918,980000
7910,7910,154,4,4.1,4075,925000
7911,7911,153,3,3.1,3952,995000
7912,7912,266,3,3.0,2034,999999
7913,7913,175,4,3.1,3529,990000
7914,7914,175,3,3.0,3471,899000
7915,7915,300,3,3.1,3805,949000
7916,7916,300,3,3.1,3074,895000
7917,7917,368,5,3.1,4505,965000
7918,7918,278,2,2.0,1344,949000
7919,7919,175,2,3.0,1680,975000
7920,7920,266,4,5.0,3934,998000
7921,7921,175,3,3.0,2924,929000
7922,7922,175,4,4.1,3013,945000
7923,7923,175,4,4.1,3640,929000
7924,7924,265,3,3.1,4239,995000
7925,7925,368,5,3.1,3781,999000
7926,7926,266,4,4.1,2972,899935
7927,7927,175,4,4.1,3801,949999
7928,7928,233,5,3.1,4372,999000
7929,7929,175,3,3.1,2635,899000
7930,7930,405,5,5.0,4002,899900
7931,7931,175,4,4.1,3349,939000
7932,7932,175,3,3.1,2924,895000
7933,7933,278,5,4.0,3599,939000
7934,7934,26,2,2.0,1130,995000
7935,7935,87,5,3.1,3895,950000
7936,7936,300,4,4.1,3524,999900
7937,7937,266,3,2.0,2160,929000
7938,7938,87,5,4.1,4331,994900
7939,7939,153,5,3.1,3204,929000
7940,7940,266,3,3.1,2213,995000
7941,7941,175,4,3.1,2924,950000
7942,7942,300,3,4.0,3115,908000
7943,7943,368,3,3.0,2530,975000
7944,7944,266,4,4.0,3606,899000
7945,7945,233,3,2.1,1832,899000
7946,7946,233,3,3.0,3420,997700
7947,7947,175,4,4.1,3309,939000
7948,7948,265,4,4.0,3982,979000
7949,7949,266,3,3.0,2034,999999
7950,7950,233,3,3.0,3202,999888
7951,7951,266,4,3.0,2028,939000
7952,7952,175,3,3.1,2883,897000
7953,7953,266,3,3.1,2318,895000
7954,7954,266,3,3.0,1606,949000
7955,7955,368,4,3.0,3200,978000
7956,7956,266,3,2.1,2353,899000
7957,7957,368,5,3.1,3760,925000
7958,7958,405,4,3.0,2795,949000
7959,7959,87,5,2.1,3346,899888
7960,7960,310,5,4.1,4442,899990
7961,7961,368,3,2.1,2279,949000
7962,7962,266,3,3.0,2552,925000
7963,7963,153,4,5.1,4091,895000
7964,7964,300,3,3.0,2898,975000
7965,7965,243,3,2.0,1444,999999
7966,7966,175,4,3.1,3331,939000
7967,7967,233,3,3.0,2332,925000
7968,7968,153,3,3.1,2498,995000
7969,7969,371,4,2.1,2256,899000
7970,7970,175,3,3.1,2910,899000
7971,7971,87,4,4.1,4450,965000
7972,7972,266,3,3.1,2969,949900
7973,7973,153,3,3.0,2587,939000
7974,7974,233,4,3.2,3706,988000
7975,7975,233,4,3.0,3547,989000
7976,7976,266,4,4.0,2397,899000
7977,7977,300,4,4.1,3681,999000
7978,7978,175,4,4.1,3640,969900
7979,7979,87,8,5.0,3656,929990
7980,7980,64,3,4.0,3080,939900
7981,7981,233,4,3.1,4862,899000
7982,7982,175,3,3.1,2635,909000
7983,7983,175,4,3.1,2520,899000
7984,7984,310,4,3.1,4670,949999
7985,7985,368,4,3.0,2582,925000
7986,7986,233,2,2.0,1536,999000
7987,7987,175,3,3.1,2924,995000
7988,7988,368,6,4.1,5128,999000
7989,7989,213,4,3.1,3867,899000
7990,7990,310,5,4.1,4308,949900
7991,7991,310,5,4.1,3937,898000
7992,7992,175,4,4.1,3409,990000
7993,7993,175,3,3.1,3405,929000
7994,7994,175,5,5.0,3349,940000
7995,7995,175,3,3.1,2974,899000
7996,7996,233,3,3.1,3113,950000
7997,7997,185,3,3.1,1908,950000
7998,7998,300,3,3.0,2997,949900
7999,7999,175,3,3.1,3047,949000
8000,8000,265,3,3.1,3157,959000
8001,8001,310,3,2.1,2700,995780
8002,8002,87,7,3.0,2978,959900
8003,8003,265,4,3.1,2796,899000
8004,8004,175,4,4.1,3689,998500
8005,8005,153,3,3.1,3300,998900
8006,8006,265,5,4.1,3425,899900
8007,8007,310,3,3.2,3979,999000
8008,8008,265,3,2.0,3013,895000
8009,8009,265,4,2.1,2684,895000
8010,8010,368,6,5.1,4008,975000
8011,8011,266,3,2.0,1882,899900
8012,8012,300,4,4.1,3914,989000
8013,8013,87,4,4.1,4142,898950
8014,8014,87,6,5.1,4531,985000
8015,8015,368,4,3.0,2974,898000
8016,8016,300,5,5.0,4366,899999
8017,8017,175,4,4.1,3267,975000
8018,8018,300,5,4.1,5249,899000
8019,8019,87,6,4.0,3802,899000
8020,8020,310,4,3.1,3701,950000
8021,8021,368,4,3.0,2505,965000
8022,8022,87,5,4.1,4167,899852
8023,8023,265,3,3.1,2712,899000
8024,8024,300,5,5.1,4230,950000
8025,8025,407,3,2.1,3620,999900
8026,8026,310,5,5.0,4388,949000
8027,8027,154,4,4.0,3926,995000
8028,8028,266,3,2.0,2158,899000
8029,8029,266,3,2.1,2591,938000
8030,8030,368,3,2.1,2793,895000
8031,8031,34,6,3.1,3086,950000
8032,8032,368,4,3.0,3207,995000
8033,8033,175,4,3.1,3226,979000
8034,8034,87,4,4.1,4555,969000
8035,8035,175,4,5.1,4296,975000
8036,8036,265,3,3.0,3119,998000
8037,8037,154,4,3.1,3926,965000
8038,8038,310,5,4.1,4308,898000
8039,8039,310,5,4.1,5057,950000
8040,8040,265,4,4.1,3371,949000
8041,8041,82,7,5.0,3700,900000
8042,8042,154,3,3.1,3428,995000
8043,8043,175,3,3.1,2940,899000
8044,8044,310,5,3.1,5074,944900
8045,8045,265,3,3.1,2430,895000
8046,8046,300,4,4.1,3521,899900
8047,8047,87,5,4.1,4531,999900
8048,8048,310,4,3.1,4739,975000
8049,8049,233,3,3.0,2831,898999
8050,8050,231,3,3.1,5155,960000
8051,8051,175,4,4.1,4154,999789
8052,8052,310,4,3.1,5074,910000
8053,8053,368,4,3.0,4318,923000
8054,8054,310,6,4.1,4352,927900
8055,8055,175,4,4.0,3117,989000
8056,8056,64,4,2.0,2971,959000
8057,8057,87,4,3.1,4021,999900
8058,8058,265,4,3.2,3733,925000
8059,8059,175,5,4.1,3816,999000
8060,8060,175,3,2.1,3278,899000
8061,8061,154,4,3.1,3468,909000
8062,8062,300,3,3.1,2957,919000
8063,8063,175,4,4.1,3441,929000
8064,8064,150,4,3.1,2685,899000
8065,8065,175,3,3.1,3264,929000
8066,8066,300,3,4.1,2958,949000
8067,8067,153,4,3.1,3380,945000
8068,8068,175,3,3.1,2811,929000
8069,8069,233,4,4.0,3600,998000
8070,8070,371,3,2.0,1700,995000
8071,8071,78,4,3.1,3685,1170000
8072,8072,299,6,4.0,4751,1218888
8073,8073,182,3,2.0,1113,1095000
8074,8074,78,5,3.1,3489,1058000
8075,8075,413,4,4.2,5847,1495000
8076,8076,304,5,3.2,4559,1174000
8077,8077,160,5,4.2,4381,1325000
8078,8078,299,5,4.1,3845,998000
8079,8079,304,5,4.1,3935,1250000
8080,8080,38,3,2.1,2492,1173000
8081,8081,160,3,2.0,1757,1398000
8082,8082,299,5,3.1,3971,1299000
8083,8083,381,4,3.0,3528,1200000
8084,8084,78,5,3.0,3455,1038000
8085,8085,182,5,4.0,3648,1195000
8086,8086,38,4,3.0,3504,1099000
8087,8087,182,3,2.1,2068,1180000
8088,8088,381,4,2.1,2800,1088000
8089,8089,299,5,5.1,5475,1299888
8090,8090,38,4,3.1,3052,1390000
8091,8091,182,4,4.1,3552,995000
8092,8092,40,3,2.0,2178,1140000
8093,8093,38,4,3.0,3519,1150000
8094,8094,38,7,7.1,6860,1350000
8095,8095,318,5,5.0,3142,1200000
8096,8096,182,4,4.1,3910,1395000
8097,8097,304,6,6.1,6500,1395000
8098,8098,83,7,4.2,4678,1100000
8099,8099,318,2,1.0,1441,1100000
8100,8100,38,4,3.1,4242,1299000
8101,8101,304,4,3.0,4099,1050000
8102,8102,79,4,3.0,3482,1188000
8103,8103,78,4,4.1,4072,1498000
8104,8104,299,5,4.1,4494,1488000
8105,8105,299,5,4.1,4159,1298000
8106,8106,79,1,1.0,1046,1288800
8107,8107,78,5,4.1,3489,1250000
8108,8108,182,4,3.1,3735,1495000
8109,8109,9,6,4.1,4987,1200000
8110,8110,182,4,3.0,3850,1175000
8111,8111,78,4,5.0,4225,1470000
8112,8112,182,5,3.1,4052,1000000
8113,8113,381,4,3.0,3726,1049500
8114,8114,304,4,4.1,4000,1188800
8115,8115,78,6,4.1,3079,1180000
8116,8116,182,5,3.1,2698,1390000
8117,8117,182,5,4.1,3792,1099000
8118,8118,250,4,3.0,2961,1450000
8119,8119,299,4,3.1,3208,1298000
8120,8120,78,5,3.1,2957,1198000
8121,8121,182,5,3.1,3408,1449000
8122,8122,299,5,4.1,3963,1288000
8123,8123,38,4,3.1,3319,1499995
8124,8124,182,4,3.1,3807,1350000
8125,8125,78,5,2.1,2889,1150000
8126,8126,79,5,3.1,4649,1190000
8127,8127,78,4,3.0,3285,1288000
8128,8128,38,3,2.1,2938,1198000
8129,8129,78,5,3.0,2702,999000
8130,8130,299,4,4.0,3841,1250000
8131,8131,210,6,3.0,3346,995000
8132,8132,299,4,4.0,4282,1375000
8133,8133,299,5,4.1,5482,1450000
8134,8134,78,5,5.1,4732,1499800
8135,8135,79,3,2.0,1990,1200000
8136,8136,79,5,3.0,3270,1200000
8137,8137,304,4,4.0,4400,1399000
8138,8138,182,5,4.0,3146,1100000
8139,8139,78,5,5.0,4235,1198000
8140,8140,78,4,3.1,3841,1025000
8141,8141,304,4,4.1,3742,995000
8142,8142,299,4,2.1,3508,1199900
8143,8143,299,5,4.1,4494,1358000
8144,8144,79,6,6.1,6341,1299800
8145,8145,182,4,4.0,2972,1050000
8146,8146,119,5,2.0,2040,1250000
8147,8147,250,5,4.0,4814,1195000
8148,8148,381,5,4.1,4500,1435000
8149,8149,182,4,3.1,3475,1090000
8150,8150,38,4,3.1,2995,1250000
8151,8151,411,4,4.1,5743,1500000
8152,8152,381,4,3.0,4410,1484000
8153,8153,182,4,3.0,2828,1150000
8154,8154,38,4,4.1,5067,1399000
8155,8155,182,5,4.1,4122,1375000
8156,8156,38,4,4.1,4130,999900
8157,8157,182,5,3.1,3408,1495000
8158,8158,38,5,4.1,5046,1500000
8159,8159,182,4,3.0,3249,1250000
8160,8160,299,4,4.0,3899,1129000
8161,8161,37,5,7.0,4400,1390000
8162,8162,38,3,3.0,2562,1049000
8163,8163,79,6,3.0,2834,1490000
8164,8164,38,4,4.2,5250,1475000
8165,8165,381,4,4.1,3868,1069000
8166,8166,304,5,5.1,5285,1395000
8167,8167,235,5,5.0,4271,1399999
8168,8168,38,4,4.1,3638,1195000
8169,8169,38,6,6.1,5800,1349000
8170,8170,381,5,4.1,6054,1199000
8171,8171,304,4,3.1,4105,1239000
8172,8172,413,5,4.1,2697,1190000
8173,8173,316,3,4.0,3847,1199999
8174,8174,182,4,4.1,3781,1100000
8175,8175,299,4,4.1,4227,999000
8176,8176,38,3,2.1,4227,995000
8177,8177,79,5,4.0,3884,1150000
8178,8178,38,7,4.0,3600,1295000
8179,8179,381,5,3.0,4184,1025000
8180,8180,38,5,7.0,5248,1199900
8181,8181,182,4,4.1,3200,1250000
8182,8182,299,5,3.2,4284,1039000
8183,8183,299,5,4.0,3971,1260000
8184,8184,381,4,2.1,4275,1250000
8185,8185,119,3,2.0,1855,995000
8186,8186,182,4,3.0,4276,1199000
8187,8187,143,4,3.0,1620,1495000
8188,8188,299,4,4.1,3449,998800
8189,8189,299,5,3.1,3512,998000
8190,8190,299,5,6.0,5788,1480000
8191,8191,299,5,4.0,3969,1295000
8192,8192,235,6,4.1,3906,1450000
8193,8193,284,4,3.1,2495,1350000
8194,8194,38,5,5.1,4000,1049000
8195,8195,38,5,4.1,3530,1399000
8196,8196,182,4,4.1,5068,1450000
8197,8197,182,4,2.1,4023,999000
8198,8198,78,5,5.1,4411,1326000
8199,8199,299,5,6.0,4000,1275000
8200,8200,299,3,1.0,1189,1120000
8201,8201,182,4,2.1,3040,1250000
8202,8202,381,5,4.1,4375,1499900
8203,8203,182,3,3.0,2896,1299000
8204,8204,182,5,4.1,3688,1099000
8205,8205,381,4,3.1,4111,1299000
8206,8206,78,5,3.1,3394,1198000
8207,8207,316,6,5.1,3796,998000
8208,8208,299,4,3.1,3278,1029888
8209,8209,304,4,4.2,4790,1199000
8210,8210,182,4,5.1,3965,1299000
8211,8211,119,3,2.0,1530,1050000
8212,8212,182,6,6.1,7444,1180000
8213,8213,9,5,4.1,4433,999000
8214,8214,285,2,2.0,1421,1495000
8215,8215,38,3,2.0,2270,999999
8216,8216,78,5,4.1,5220,1425000
8217,8217,182,4,4.0,2776,1065000
8218,8218,413,4,3.1,5000,1155000
8219,8219,182,6,4.1,4696,1259000
8220,8220,182,3,3.0,3806,1095000
8221,8221,182,4,4.1,3222,1150000
8222,8222,250,5,5.0,4510,1095000
8223,8223,182,4,6.0,5025,1299000
8224,8224,235,3,3.0,2300,1300000
8225,8225,182,5,4.1,5751,1399000
8226,8226,38,3,2.0,1392,1089000
8227,8227,304,3,2.0,2314,1200000
8228,8228,304,5,3.0,3000,1400000
8229,8229,258,4,2.0,1424,999000
8230,8230,9,4,3.0,1908,1700000
8231,8231,413,4,4.2,5847,1495000
8232,8232,299,5,5.1,4771,1890000
8233,8233,38,5,5.0,4206,1799999
8234,8234,182,4,4.0,3178,1995000
